UniqueCount	AmbigCount
3086	0
680	0
1336	0
7	0
6	0
827	0
29	0
536	0
687	0
2498	0
2405	0
0	0
64	0
5	0
1096	0
85	0
613	0
3511	44
2715	0
9	0
47	0
0	0
32	8
252	0
1168	0
678	0
735	0
2583	0
93	0
0	0
20	0
1158	0
1005	0
403	0
0	0
168	0
1292	0
752	0
1594	0
222	0
19	0
1	0
25	0
1171	0
0	0
12	0
153	0
3751	0
27	0
472	0
211	0
130	0
103	0
2279	0
90	0
640	0
8	0
284	0
16	0
2850	0
2315	0
19	0
201	0
159	0
840	0
314	0
760	0
55	0
0	0
5965	0
1989	0
4960	0
1292	0
697	0
880	0
231	0
863	0
7158	0
371	0
245	0
162	0
884	0
198	0
720	0
316	0
704	0
3168	0
99	0
6	0
48	0
929	0
15	0
170	0
883	0
191	0
1047	0
203	0
309	0
681	0
19	0
22	0
278	0
760	4172
1686	0
1686	0
470	0
123	0
1119	0
562	0
341	0
360	0
23	0
800	0
506	0
439	4172
3217	0
0	239
67	179
1773	239
0	179
446	0
246	0
5944	0
1078	0
425	0
1259	0
466	0
223	0
863	0
851	0
412	0
122	0
342	0
397	0
749	105
567	0
2360	0
228	0
94	0
2189	0
0	0
6	0
3	4
33	183
1998	0
266	0
4495	0
458	0
66	0
179	0
442	0
94	0
77	0
238	0
7	0
812	0
0	0
63	0
148	123
124	0
82	0
937	0
3193	0
154	209
284	0
89	0
936	0
330	0
211	0
200	0
1408	0
1373	0
1883	0
1368	0
590	0
402	0
33	6
3062	0
607	0
2082	0
7536	0
91	0
1140	0
1764	0
3065	0
779	0
1492	0
190	0
256	0
108	0
1090	0
910	0
997	0
69	0
1363	0
15	0
12	0
165	0
202	0
0	0
0	0
936	0
3	0
24	0
791	0
368	0
1670	144
269	0
780	0
702	0
4791	0
5445	0
1080	0
754	0
2539	0
148	0
209	0
0	0
0	0
7	0
87	0
4	0
0	0
1900	0
1482	0
101	0
45	0
584	0
4242	0
249	0
555	0
13	0
0	0
256	0
262	0
609	0
2229	0
0	0
4392	0
46	0
212	7
91	3
3755	7
140	1
2811	0
402	19
478	229
71	229
49	0
1068	0
736	0
87	0
86	11
25	0
260	0
602	0
178	0
255	0
8917	0
2715	0
634	0
2735	0
158	0
991	0
18	0
73	0
330	0
642	0
1706	0
3533	0
116	0
254	0
0	0
577	0
684	0
387	0
119	0
112	0
68	0
227	0
545	0
2640	0
0	0
360	3066
690	3066
138	27
85	0
1004	0
6	0
0	0
0	0
56	0
60	58
1	58
1	0
26	1
6	0
14126	1
946	0
0	0
0	0
625	10
73	0
40	0
113	0
188	0
549	0
4	0
6	0
389	0
1285	0
2568	0
629	0
899	0
3	0
21	0
15	0
35	0
0	0
0	0
0	0
6	0
23	0
426	0
595	0
1223	0
185	0
349	0
396	0
1676	0
19	0
389	0
98	53
81	57
1181	0
223	0
36	0
287	0
185	0
119	0
645	0
1	74
11	2
25	4
4	4
2	2
25	74
9	38
928	0
349	6
974	0
2079	0
438	0
72	0
451	0
81	0
250	0
219	0
760	0
264	0
30	0
734	0
308	0
389	0
77	0
2946	0
11	0
0	0
271	0
127	0
64	18
57	49
940	0
899	0
393	0
321	0
92	27
89	0
59	0
33	0
17	3
513	4
1447	1
297	0
859	0
79	0
0	0
