baseMean log2FoldChange lfcSE stat pvalue padj svalue_shrink log2FC_shrink
Anogam_AGAP000092 5403.20691478077 1.93307490036839 0.288941904489031 6.6901853636871 2.22888088310608e-11 1.48090319454165e-09 8.6208404759497e-12 1.87258531363079
Anogam_AGAP000126 1358.180301036 2.38339155610334 0.418693360997663 5.69245127370588 1.25228342666498e-08 3.67145100906476e-07 5.86983743405670e-09 2.26588018670844
Anogam_AGAP000163 962.144445076518 3.15593197380043 0.648075964419418 4.86969452204216 1.11770905414956e-06 1.82108265000929e-05 7.89237454172827e-07 2.91510448083361
Anogam_AGAP000191 282.327121496768 3.00662067604439 0.752166118101899 3.99728278592452 6.40737402779859e-05 0.000574082758777891 5.95234556111117e-05 2.65954588393767
Anogam_AGAP000235 1264.86116885593 1.80661562129908 0.386880297519556 4.6697017989337 3.01637266911024e-06 4.29854110728914e-05 9.69521491129237e-07 1.69059580344821
Anogam_AGAP000236 215.165709995887 2.69655336408444 0.531341733872328 5.07498882956628 3.87518766125611e-07 7.24879710237158e-06 2.16515982367373e-07 2.51786871148343
Anogam_AGAP000249 15323.4483769706 3.83356604588715 0.472854895389983 8.10727790546707 5.17663707142822e-16 1.51335287185296e-13 4.00437244466806e-16 3.72820561020653
Anogam_AGAP000267 46.5030874827262 3.22718816779262 0.800212362685366 4.03291465900722 5.50892899656572e-05 0.000503756857578537 4.99405331612105e-05 2.85351326532017
Anogam_AGAP000268 894.142141641116 3.95349438587 0.676091298481113 5.84757472068018 4.98791803005419e-09 1.65166269525937e-07 4.72394171476398e-09 3.73478637807637
Anogam_AGAP000278 88.8538739873177 3.25556358442677 0.480076136364147 6.78134849418418 1.19059292100366e-11 8.73302400210409e-10 9.39698118682929e-12 3.12908648339701
Anogam_AGAP000290 1818.51872916616 1.88737741085021 0.485783267268692 3.88522523935819 0.000102235059161209 0.000856731470382876 4.12480079596969e-05 1.70732659730672
Anogam_AGAP000305 29426.2209012052 3.09061537531887 0.521578314562017 5.92550589054713 3.11337423035342e-09 1.0982965374017e-07 1.44683061723055e-09 2.95255185839078
Anogam_AGAP000311 208.168034054847 2.09008817202088 0.467632151127622 4.46951341344036 7.83977428614569e-06 9.80642671098322e-05 3.24740478616093e-06 1.92937885018028
Anogam_AGAP000317 126.33875816454 4.36698355244912 0.733725550664255 5.9517943030546 2.65218577449517e-09 9.52181222618757e-08 2.80859978121357e-09 4.12756594023097
Anogam_AGAP000321 2992.8047741385 3.06372199494722 0.535491873189802 5.7213230458519 1.05697706584769e-08 3.19026234152023e-07 6.80908682043117e-09 2.90290800920802
Anogam_AGAP000322 631.338576970727 1.56388139954507 0.279478349871773 5.59571573348201 2.19713448465521e-08 5.97901065079578e-07 5.38979312378421e-09 1.50219708598111
Anogam_AGAP000347 1097.02238234979 3.24238227445038 0.444195523776422 7.29944833051127 2.88949999402895e-13 3.60553218767125e-11 2.49396875193554e-13 3.13397049637585
Anogam_AGAP000349 537.221043905569 1.22147603971975 0.294866138230684 4.14247647101528 3.43575625940247e-05 0.000340032212022412 5.64920399916453e-06 1.15172881834981
Anogam_AGAP000351 170.914159912331 3.15524950778481 0.533256272792671 5.91694775808397 3.27970807320722e-09 1.13371530422487e-07 1.8575860717349e-09 2.99445294724069
Anogam_AGAP000376 11524.2446448731 4.92334602645817 0.983889688754171 5.00396140210825 5.61640073352282e-07 1.01352755388722e-05 6.36389546655909e-07 4.53724353642828
Anogam_AGAP000385 2204.94304154291 1.96747571806671 0.467947131381097 4.20448291297334 2.61679705225322e-05 0.000271552408099949 1.0860588576759e-05 1.80418105213272
Anogam_AGAP000413 19.7284282301845 4.50211439859369 1.04138962147856 4.32317963011924 1.53796410424014e-05 0.000177135988412721 2.09745583263964e-05 4.00175405715236
Anogam_AGAP000433 124.645127982215 1.50984793452018 0.362777875118795 4.16190743171912 3.15600291696002e-05 0.000317524305273697 7.78098193492667e-06 1.40423473681838
Anogam_AGAP000483 966.56925112033 2.45969913203588 0.472481865475194 5.20591225138782 1.93045858326623e-07 3.92692887156661e-06 9.74715340573632e-08 2.31139386444717
Anogam_AGAP000494 2758.71853060453 1.19918277922418 0.276543797918611 4.33632136482449 1.44887071377363e-05 0.000167323308615483 2.25948357269551e-06 1.13795766955534
Anogam_AGAP000500 5262.99752739024 1.85167874748775 0.479278035930052 3.8634750784991 0.000111785302613801 0.000919443099955314 3.85306897233896e-05 1.68694902723519
Anogam_AGAP000536 1391.50269113667 1.95363876364432 0.407757234454142 4.79118112094227 1.65802368002889e-06 2.53585923677961e-05 5.65389525512123e-07 1.8290071183652
Anogam_AGAP000552 952.040447083174 1.40704861757004 0.267309012331906 5.26375300741065 1.41144042009068e-07 2.95939720868193e-06 3.0022276990908e-08 1.34987071514685
Anogam_AGAP000610 62.2542935959076 7.47978050568624 1.54389800919259 4.8447374510172 1.26779214303284e-06 2.0111704197693e-05 9.00407539573714e-07 6.83218216269375
Anogam_AGAP000651 25385.3867739483 1.77310739863204 0.334944946779321 5.29372786686718 1.19847740460206e-07 2.59805525506107e-06 4.59358944440221e-08 1.6740909927578
Anogam_AGAP000679 14238.7104625345 3.30547958122176 0.54999715319924 6.00999398268582 1.85530212969728e-09 6.92826693104472e-08 1.32312839202893e-09 3.13503672794244
Anogam_AGAP000685 504.29829930964 4.1889193510367 0.700482122850055 5.98005175919868 2.23066729757177e-09 8.19200160206384e-08 2.02339127360093e-09 3.96531023445022
Anogam_AGAP000700 903.174448738082 1.4659308128832 0.270442913282989 5.4204815171077 5.94387179089229e-08 1.41972474471681e-06 1.16530575026169e-08 1.40845798062276
Anogam_AGAP000720 425.146688406207 1.173649046672 0.281094459050219 4.1752834639203 2.97615228950825e-05 0.000302703680181396 4.50616087250146e-06 1.11015787584381
Anogam_AGAP000721 1439.3926949984 1.24823486426002 0.323080054630543 3.86354665467489 0.000111752537377006 0.000919443099955314 2.30370579099406e-05 1.16415382103807
Anogam_AGAP000769 636.36008773952 1.42813399610773 0.351677805040735 4.06091591689249 4.88805747011242e-05 0.000456337628049182 1.17754282329974e-05 1.3286002931097
Anogam_AGAP000770 1356.52502789275 1.31954608758196 0.325027602743641 4.05979700321862 4.91153974577371e-05 0.000458111893151838 1.04559110085001e-05 1.2343987758615
Anogam_AGAP000778 168.863711741207 1.87360548574209 0.44841304077318 4.17830284889018 2.93692420303268e-05 0.000299607262666305 1.16294610473125e-05 1.71930681547342
Anogam_AGAP000779 938.015230277071 2.81738308411707 0.537962059113282 5.23714086595797 1.63083221455248e-07 3.38472113981763e-06 1.00363022518563e-07 2.63960990977413
Anogam_AGAP000790 5502.64787421157 4.00053069165407 0.451979663640186 8.8511298482642 8.66376873568266e-19 4.92487120575028e-16 8.43188202570457e-19 3.908863243305
Anogam_AGAP000804 3038.30560603716 2.89276598135099 0.340232598912376 8.50231868021556 1.85840796385037e-17 8.26749142874653e-15 1.0142040053868e-17 2.82482553845059
Anogam_AGAP000807 209.522166786569 1.45744009780649 0.324895315108491 4.48587600384391 7.26149646703477e-06 9.21831660678658e-05 1.61153977132486e-06 1.37261951336471
