event	freq_diff	mean_logtpm	pval	pval.corr	comparison	group.i	group.j	mean_freq.i	mean_freq.j
Anogam_AGAP006275-RA	0	1.28303402380863	0.112163509471585	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006278-RA	0	1.02285678357087	0.103190428713858	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006279-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006281-RA	0	1.13443872193684	0.104187437686939	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006282-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006323-RA	0	0.230473199920368	0.0902293120638086	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006327-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006328-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006330-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006340-RA	0.0930533497595037	0.819301583339105	0.0343968095712862	0.117523816438212	OeCa A	Oe	Ca	0.232729493397845	0.139676143638341
Anogam_AGAP006340-RB	0.128022390935543	0.8628820816317	0.0358923230309073	0.117523816438212	OeCa A	Oe	Ca	0.244142663362803	0.11612027242726
Anogam_AGAP006340-RC	-0.221075740695047	-Inf	0.0119284294234592	0.117523816438212	OeCa A	Oe	Ca	0.523127843239352	0.744203583934399
Anogam_AGAP006343-RA	0	1.01440710839252	0.114157527417747	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006345-RA	0	0.695406350616557	0.101196410767697	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006349-RA	0	1.07717175369149	0.101196410767697	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006350-RA	0	1.60375789412828	0.109172482552343	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006353-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006355-RA	0	1.4133933113996	0.107676969092722	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006356-RA	0	1.37134866570193	0.103190428713858	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006358-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006360-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006361-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006362-RA	0	0.36584406647904	0.0997008973080758	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006363-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006364-RA	0.0309583104677478	-Inf	0.0487077534791253	0.117523816438212	OeCa A	Oe	Ca	0.323795591903485	0.292837281435737
Anogam_AGAP006364-RB	-0.0309583104677479	1.30210713060953	0.0677966101694915	0.117523816438212	OeCa A	Oe	Ca	0.676204408096515	0.707162718564263
Anogam_AGAP013401-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006365-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006368-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006369-RA	NA	-Inf	NA	NA	OeCa A	Oe	Ca	NA	1
Anogam_AGAP006370-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006372-RA	0	1.89501684456012	0.0912263210368893	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006374-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006375-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006376-RA	0.100925962448512	1.94068588342212	0.0378863409770688	0.117523816438212	OeCa A	Oe	Ca	0.433426313466044	0.332500351017532
Anogam_AGAP006376-RB	-0.100925962448512	0.553617586700831	0.0373878364905284	0.117523816438212	OeCa A	Oe	Ca	0.566573686533956	0.667499648982468
Anogam_AGAP028455-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006378-RA	0	0.452171510222344	0.108175473579262	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006381-RA	0	1.38225074832943	0.0937188434695913	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006382-RA	0	1.6426448433634	0.106181455633101	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006384-RA	0	2.21257292287647	0.113659022931206	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006386-RA	0.000811921909367519	0.893936839855944	0.0942173479561316	0.117523816438212	OeCa A	Oe	Ca	0.991021648926468	0.9902097270171
Anogam_AGAP006386-RB	-0.000811921909367548	0.979640266613576	0.111665004985045	0.117523816438212	OeCa A	Oe	Ca	0.00897835107353217	0.00979027298289971
Anogam_AGAP006388-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006390-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006391-RA	0	1.06109873050374	0.113160518444666	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006393-RA	0	0.82643265913112	0.117148554336989	0.118342002644349	OeCa A	Oe	Ca	1	1
Anogam_AGAP006398-RA	0	0.603206770066528	0.0972083748753739	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006400-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006403-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP028456-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006407-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006409-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006410-RA	-0.00779747269227796	-Inf	0.0666003976143141	0.117523816438212	OeCa A	Oe	Ca	0.0752600459003886	0.0830575185926666
Anogam_AGAP006410-RB	0.00779747269227793	0.29940865439476	0.0907278165503489	0.117523816438212	OeCa A	Oe	Ca	0.924739954099611	0.916942481407333
Anogam_AGAP006411-RA	-0.115309100516178	0.254737599887539	0.0353938185443669	0.117523816438212	OeCa A	Oe	Ca	0.000399140662478692	0.115708241178656
Anogam_AGAP006411-RB	0.115309100516178	0.496085431051017	0.0299102691924227	0.117523816438212	OeCa A	Oe	Ca	0.999600859337521	0.884291758821344
Anogam_AGAP006412-RA	-0.166737296766173	-Inf	0.0159045725646123	0.117523816438212	OeCa A	Oe	Ca	0.833186396760372	0.999923693526545
Anogam_AGAP006412-RB	0.166737296766173	-Inf	0.0159045725646123	0.117523816438212	OeCa A	Oe	Ca	0.166813603239628	7.63064734546773e-05
Anogam_AGAP006416-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006418-RA	0	1.57540983380691	0.106679960119641	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006419-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006420-RA	0	1.84739230892853	0.0897308075772682	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006421-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006430-RB	0	0.042592655242631	0.112662013958126	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006432-RA	0	1.22148227946254	0.109670987038883	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006434-RA	0	1.84855349191903	0.0892323030907278	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006436-RA	0.0266527007889774	2.71847906793234	0.0747756729810568	0.117523816438212	OeCa A	Oe	Ca	0.125783692448704	0.0991309916597262
Anogam_AGAP006436-RB	-0.0266527007889775	-Inf	0.0516898608349901	0.117523816438212	OeCa A	Oe	Ca	0.874216307551296	0.900869008340274
Anogam_AGAP006437-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006442-RA	0	1.31841332947125	0.098703888334995	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006444-RA	0	0.909496118169429	0.10568295114656	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006446-RA	0	3.37094640575814	0.0782652043868395	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006447-RA	0	1.10901508246406	0.110667996011964	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006452-RB	0.0826892665871154	-Inf	0.0298210735586481	0.117523816438212	OeCa A	Oe	Ca	0.297051551618729	0.214362285031614
Anogam_AGAP006452-RA	-0.0826892665871154	-Inf	0.0298210735586481	0.117523816438212	OeCa A	Oe	Ca	0.702948448381271	0.785637714968386
Anogam_AGAP006455-RA	0	0.835283830218624	0.0972083748753739	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006456-RA	0	1.12188990249837	0.109670987038883	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006459-RA	0	1.43298474024406	0.0912263210368893	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006460-RA	0	0.929497899337558	0.107676969092722	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006461-RA	0	2.0832638087357	0.0982053838484546	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006462-RA	-0.0896082274111706	0.849248007618341	0.0428713858424726	0.117523816438212	OeCa A	Oe	Ca	0.724571435839904	0.814179663251074
Anogam_AGAP006462-RB	0.0896082274111706	1.38168616099982	0.036889332003988	0.117523816438212	OeCa A	Oe	Ca	0.275428564160096	0.185820336748926
Anogam_AGAP029187-RA	0	0.646023785544681	0.104187437686939	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006465-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006466-RA	0	0.037328318074431	0.111665004985045	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006467-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006469-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006472-RA	0	-0.0558098488716056	0.112662013958126	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006473-RA	0	1.19350255145195	0.113160518444666	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006474-RA	0	0.933895393683469	0.111166500498504	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006477-RA	0	1.14031088172343	0.0982053838484546	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006478-RA	0	0.251216893051471	0.0857427716849452	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006479-RA	0	1.37710721543162	0.0922233300099701	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006485-RA	NA	0.646970437626931	NA	NA	OeCa A	Oe	Ca	NA	NA
Anogam_AGAP006487-RA	NA	-Inf	NA	NA	OeCa A	Oe	Ca	NA	NA
Anogam_AGAP006493-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006497-RA	0	0.344992102155736	0.10568295114656	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006498-RA	0	1.17055540157833	0.0992023928215354	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006507-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006509-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006511-RA	0	0.0836768389246306	0.0982053838484546	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006514-RA	0	1.54952214332446	0.0937188434695913	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006515-RA	0	1.31279547338069	0.0977068793619142	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006516-RA	0	0.150110165568463	0.110667996011964	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006517-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006518-RA	0	2.22546138761316	0.110169491525424	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006528-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006532-RA	0	3.19591859977373	0.0957128614157527	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006533-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006535-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006536-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006537-RA	NA	-Inf	NA	NA	OeCa A	Oe	Ca	NA	1
Anogam_AGAP006538-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006539-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006540-RA	NA	0.547947967190748	NA	NA	OeCa A	Oe	Ca	NA	1
Anogam_AGAP006541-RA	0.171320407287476	-Inf	0.0159045725646123	0.117523816438212	OeCa A	Oe	Ca	1	0.828679592712524
Anogam_AGAP006541-RB	-0.171320407287476	-Inf	0.0159045725646123	0.117523816438212	OeCa A	Oe	Ca	0	0.171320407287476
Anogam_AGAP006543-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006546-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006547-RA	0	1.62928104073755	0.101694915254237	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006548-RA	0	0.437054529255775	0.101694915254237	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006555-RA	NA	1.8371660854716	NA	NA	OeCa A	Oe	Ca	1	NA
Anogam_AGAP006561-RA	NA	0.82759672796258	NA	NA	OeCa A	Oe	Ca	NA	NA
Anogam_AGAP006563-RA	NA	1.63799359760021	NA	NA	OeCa A	Oe	Ca	NA	NA
Anogam_AGAP028429-RA	NA	-0.8230820130454	NA	NA	OeCa A	Oe	Ca	1	NA
Anogam_AGAP028428-RA	NA	0.812362910074103	NA	NA	OeCa A	Oe	Ca	1	NA
Anogam_AGAP006569-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006570-RA	0	0.600476809441452	0.0972083748753739	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006572-RA	0	1.60815436115582	0.111665004985045	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006574-RA	-0.0312494860562486	2.04225407422155	0.0712861415752742	0.117523816438212	OeCa A	Oe	Ca	0.966067004158041	0.997316490214289
Anogam_AGAP006574-RB	0.0312494860562486	1.44483872074577	0.0832502492522433	0.117523816438212	OeCa A	Oe	Ca	0.033932995841959	0.00268350978571048
Anogam_AGAP006580-RA	0	0.366120659135244	0.100199401794616	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006595-RA	NA	1.23169837406876	NA	NA	OeCa A	Oe	Ca	NA	1
Anogam_AGAP006596-RA	0	1.7740842182232	0.0907278165503489	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006598-RA	0	0.0209787448615953	0.109172482552343	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006600-RA	0	1.27586795383687	0.107178464606181	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006601-RB	-0.0675184611877523	2.25865338620085	0.0478564307078764	0.117523816438212	OeCa A	Oe	Ca	0.87915223102989	0.946670692217642
Anogam_AGAP006601-RA	0.0675184611877524	1.56095202054468	0.0583250249252243	0.117523816438212	OeCa A	Oe	Ca	0.12084776897011	0.0533293077823577
Anogam_AGAP006603-RA	0	1.5304084330576	0.101196410767697	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006605-RA	0	1.41328365226022	0.107178464606181	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006608-RA	0.0038665047672517	1.36184487106787	0.0927218344965104	0.117523816438212	OeCa A	Oe	Ca	1	0.996133495232748
Anogam_AGAP006608-RB	-0.00386650476725177	0.638456013338746	0.0942173479561316	0.117523816438212	OeCa A	Oe	Ca	0	0.00386650476725177
Anogam_AGAP006609-RA	0	0.918608067362712	0.0967098703888335	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006610-RA	0	1.12462791593041	0.109670987038883	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006611-RA	0	1.19787864801985	0.111665004985045	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006613-RB	-0.00866903508162153	3.09175386521724	0.080259222333001	0.117523816438212	OeCa A	Oe	Ca	0.964356887518635	0.973025922600257
Anogam_AGAP006613-RA	0.00866903508162151	1.56617443379679	0.0832502492522433	0.117523816438212	OeCa A	Oe	Ca	0.0356431124813646	0.0269740773997431
Anogam_AGAP006615-RA	0	0.0480591682469346	0.10568295114656	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006617-RA	0	1.39229134147894	0.107676969092722	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006618-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006620-RA	0	1.18591377112603	0.107178464606181	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006622-RA	0	0.784627111841418	0.111166500498504	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006624-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006626-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006629-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006630-RA	0	0.84224580954764	0.101694915254237	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006632-RA	0	0.942704834577564	0.107178464606181	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006636-RA	0	1.0962065606246	0.10468594217348	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006641-RA	0	0.937108378858065	0.0962113659022931	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006642-RA	0	2.72587581865178	0.103190428713858	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006643-RA	0	1.49389236752877	0.0962113659022931	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006645-RA	0.075728640951891	0.260967574598889	0.0483549351944167	0.117523816438212	OeCa A	Oe	Ca	0.844705815143934	0.768977174192043
Anogam_AGAP006645-RB	0.0113010555285155	-Inf	0.0646123260437376	0.117523816438212	OeCa A	Oe	Ca	0.0139852237866085	0.00268416825809303
Anogam_AGAP006645-RC	0.0173649816968379	0.828596523892682	0.0922233300099701	0.117523816438212	OeCa A	Oe	Ca	0.0247121942818862	0.00734721258504828
Anogam_AGAP006645-RD	-0.104394678177244	-Inf	0.025844930417495	0.117523816438212	OeCa A	Oe	Ca	0.116596766787572	0.220991444964816
Anogam_AGAP006646-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006647-RA	0.00827723048315965	0.386793054171893	0.0932203389830508	0.117523816438212	OeCa A	Oe	Ca	0.998459759835412	0.990182529352252
Anogam_AGAP006647-RB	-0.0082772304831597	1.51108299590882	0.0887337986041875	0.117523816438212	OeCa A	Oe	Ca	0.00154024016458806	0.00981747064774776
Anogam_AGAP006648-RA	0	1.0372827073796	0.113659022931206	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006650-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006652-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006653-RA	-0.0892255377060835	-Inf	0.0288270377733598	0.117523816438212	OeCa A	Oe	Ca	0.0577694288454116	0.146994966551495
Anogam_AGAP006653-RB	0.0892255377060835	1.61848132630279	0.0458624127617149	0.117523816438212	OeCa A	Oe	Ca	0.942230571154588	0.853005033448505
Anogam_AGAP006654-RA	0	0.935072566431321	0.108673978065803	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006655-RA	0	2.09849061201422	0.102691924227318	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006658-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006661-RA	0	-0.0500637280609664	0.098703888334995	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006664-RA	0	-0.162830113049155	0.103688933200399	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006665-RA	-0.036111783360955	0.861573865654108	0.0687936191425723	0.117523816438212	OeCa A	Oe	Ca	0.6601521626813	0.696263946042255
Anogam_AGAP006665-RB	0.16674686944878	-Inf	0.0159045725646123	0.117523816438212	OeCa A	Oe	Ca	0.29652510210485	0.129778232656071
Anogam_AGAP006665-RC	-0.130635086087825	0.616287331453704	0.0274177467597209	0.117523816438212	OeCa A	Oe	Ca	0.0433227352138497	0.173957821301674
Anogam_AGAP006669-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006670-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006673-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006674-RA	0	0.656859534682753	0.10518444666002	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006675-RA	0	1.38554058275628	0.0922233300099701	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006676-RA	0	1.53606333050335	0.100199401794616	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006677-RA	0	0.745900722063919	0.110667996011964	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006680-RA	0	0.833957674791139	0.100697906281157	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006680-RB	0	0.796645610175025	0.102193419740778	0.117523816438212	OeCa A	Oe	Ca	0	0
Anogam_AGAP006683-RA	0.0205805777528993	0.788095063371633	0.0722831505483549	0.117523816438212	OeCa A	Oe	Ca	0.601138766422859	0.58055818866996
Anogam_AGAP006683-RB	-0.0644561633793121	-Inf	0.0328031809145129	0.117523816438212	OeCa A	Oe	Ca	0.226773729108544	0.291229892487856
Anogam_AGAP006683-RC	0.0438755856264127	1.61836695327433	0.0692921236291127	0.117523816438212	OeCa A	Oe	Ca	0.172087504468597	0.128211918842184
Anogam_AGAP006685-RA	0	1.83083933318692	0.0867397806580259	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006686-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006688-RA	0	0.511176283209597	0.0952143569292124	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006690-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006697-RA	NA	-Inf	NA	NA	OeCa A	Oe	Ca	1	NA
Anogam_AGAP028460-RA	0	1.48206941725849	0.0882352941176471	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006704-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006711-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006713-RB	-0.683270549713189	1.78543067471756	0.00348953140578268	0.117523816438212	OeCa A	Oe	Ca	0.209717422451676	0.892987972164865
Anogam_AGAP006713-RA	0.683270549713189	0.343936164793703	0.0019940179461615	0.117523816438212	OeCa A	Oe	Ca	0.790282577548324	0.107012027835135
Anogam_AGAP006715-RA	0	1.19401953194637	0.114157527417747	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006716-RA	0	1.92538936277443	0.0907278165503489	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006717-RA	0	1.10681738628991	0.10468594217348	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006722-RA	NA	0.700107641259653	NA	NA	OeCa A	Oe	Ca	1	NA
Anogam_AGAP006726-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006728-RA	0	0.735948244609377	0.112163509471585	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006732-RA	0	0.314494379877101	0.094715852442672	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006733-RA	0	1.36204804600427	0.102193419740778	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006736-RA	0	0.403114756252631	0.10568295114656	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006737-RA	0	0.168256164675315	0.0997008973080758	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006738-RA	NA	-Inf	NA	NA	OeCa A	Oe	Ca	NA	1
Anogam_AGAP006739-RA	NA	-1.13976833405923	NA	NA	OeCa A	Oe	Ca	NA	NA
Anogam_AGAP006740-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006740-RB	0	0.843697252885474	0.101196410767697	0.117523816438212	OeCa A	Oe	Ca	0	0
Anogam_AGAP006743-RA	0	-0.751703637242879	0.0952143569292124	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006744-RA	0	1.66706380903211	0.0967098703888335	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006745-RA	0.00212068043056424	-Inf	0.0695825049701789	0.117523816438212	OeCa A	Oe	Ca	0.969994836115077	0.967874155684513
Anogam_AGAP006745-RB	-0.00212068043056431	0.175264956076019	0.107676969092722	0.117523816438212	OeCa A	Oe	Ca	0.0300051638849226	0.0321258443154869
Anogam_AGAP006746-RA	0	1.6724546291565	0.0992023928215354	0.117523816438212	OeCa A	Oe	Ca	1	1
Anogam_AGAP006749-RA	0	-Inf	0.0725646123260437	0.117523816438212	OeCa A	Oe	Ca	1	1
