event	freq_diff	mean_logtpm	pval	pval.corr	comparison	group.i	group.j	mean_freq.i	mean_freq.j
Anogam_AGAP004772-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004775-RB	0.00903108197047847	-Inf	0.0656063618290258	0.116101910718062	FM Oe	Oe	Ca	0.091438370208909	0.0824072882384305
Anogam_AGAP004775-RA	-0.00903108197047842	-0.0384998980541817	0.084247258225324	0.116101910718062	FM Oe	Oe	Ca	0.908561629791091	0.917592711761569
Anogam_AGAP004777-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004780-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004781-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004782-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004783-RA	0	-0.225996926217546	0.100199401794616	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP028999-RA	NA	1.28075906291078	NA	NA	FM Oe	Oe	Ca	NA	1
Anogam_AGAP028301-RA	NA	-0.515062224277467	NA	NA	FM Oe	Oe	Ca	NA	1
Anogam_AGAP004787-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004789-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004791-RA	NA	-Inf	NA	NA	FM Oe	Oe	Ca	NA	NA
Anogam_AGAP004795-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004797-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004798-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004799-RA	0	0.452205718570722	0.0962113659022931	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004800-RA	0	1.18648264722053	0.113659022931206	0.116446820416265	FM Oe	Oe	Ca	1	1
Anogam_AGAP004803-RA	0	0.914561187939962	0.102193419740778	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004806-RA	0	1.04529163240354	0.112163509471585	0.116126487752507	FM Oe	Oe	Ca	1	1
Anogam_AGAP004808-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004809-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004810-RA	0	-0.104766633196818	0.107178464606181	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004812-RA	0	1.80425375018983	0.0852442671984048	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004815-RA	0	2.74600606657942	0.102193419740778	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004816-RA	0	1.43322877200394	0.108673978065803	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004817-RA	0	0.555591075682325	0.102193419740778	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004819-RB	-0.00631346563457588	0.710470686521738	0.0932203389830508	0.116101910718062	FM Oe	Oe	Ca	0.100738609632833	0.107052075267409
Anogam_AGAP004819-RA	-0.0112173833029399	1.17950623328595	0.0962113659022931	0.116101910718062	FM Oe	Oe	Ca	0.0933964922299964	0.104613875532936
Anogam_AGAP004819-RC	0.0175308489375157	1.36299803808516	0.0807577268195414	0.116101910718062	FM Oe	Oe	Ca	0.805864898137171	0.788334049199655
Anogam_AGAP004823-RA	0	0.799219782236225	0.0967098703888335	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004824-RA	0	0.542175003554897	0.100697906281157	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004826-RA	0	1.41799936068447	0.10568295114656	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004829-RA	0	1.03103365362716	0.109670987038883	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004830-RA	0	0.907227817991774	0.100697906281157	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004830-RB	0	-0.0869431493802903	0.10568295114656	0.116101910718062	FM Oe	Oe	Ca	0	0
Anogam_AGAP004832-RA	0	0.622273615609697	0.103190428713858	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004834-RA	0.289183798121883	0.860691390869641	0.0149551345962113	0.116101910718062	FM Oe	Oe	Ca	0.778447903187539	0.489264105065656
Anogam_AGAP004834-RB	-0.289183798121884	-0.618336251345899	0.0119641076769691	0.116101910718062	FM Oe	Oe	Ca	0.221552096812461	0.510735894934344
Anogam_AGAP004836-RA	0	-0.43746784786172	0.0907278165503489	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004837-RA	0	2.33406285754258	0.0997008973080758	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004838-RA	0	1.434631171474	0.108673978065803	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004840-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004841-RA	0	0.860507447784105	0.101694915254237	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004844-RA	0	-0.631184595727396	0.106181455633101	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004848-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004850-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004851-RA	0	0.697886134105443	0.0962113659022931	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004852-RB	0.013583505319139	-0.018368528991717	0.0742771684945164	0.116101910718062	FM Oe	Oe	Ca	0.444269232251303	0.430685726932164
Anogam_AGAP004852-RA	-0.0135835053191389	1.55210291456457	0.084247258225324	0.116101910718062	FM Oe	Oe	Ca	0.555730767748697	0.569314273067836
Anogam_AGAP004853-RA	0	1.04425392344996	0.109670987038883	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP029106-RA	0	1.60981828746279	0.0977068793619142	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004859-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004860-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004861-RA	0	0.45288198365274	0.0972083748753739	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004864-RA	0	1.35129126386415	0.0977068793619142	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004865-RA	0	1.63137291535484	0.102193419740778	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004866-RA	0	-0.647028903778853	0.102691924227318	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004868-RA	0	0.651569093681574	0.0972083748753739	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004869-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004872-RA	0	-0.466676398233868	0.0872382851445663	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004873-RA	0	1.71071972670893	0.098703888334995	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004874-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004875-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004878-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004882-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004884-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004886-RA	0.00109743152756368	-0.117284686504415	0.107676969092722	0.116101910718062	FM Oe	Oe	Ca	0.0442900209983442	0.0431925894707805
Anogam_AGAP004886-RB	-0.00109743152756359	-0.747730390371325	0.0857427716849452	0.116101910718062	FM Oe	Oe	Ca	0.955709979001656	0.956807410529219
Anogam_AGAP004887-RA	0	0.588872131895544	0.0997008973080758	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004889-RA	0	0.562907890088183	0.103190428713858	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004891-RA	0	1.13099858496182	0.100697906281157	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004893-RA	NA	0.670405090214493	NA	NA	FM Oe	Oe	Ca	1	NA
Anogam_AGAP004894-RA	0	1.91761469673952	0.094715852442672	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004895-RA	0	-0.0212773128429544	0.0942173479561316	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004896-RA	-0.333333333333333	0.712801067487618	0.0099700897308076	0.116101910718062	FM Oe	Oe	Ca	0.666666666666667	1
Anogam_AGAP004896-RB	0.333333333333333	1.16901264525049	0.0114656031904287	0.116101910718062	FM Oe	Oe	Ca	0.333333333333333	0
Anogam_AGAP028438-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004900-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004901-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004903-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004908-RA	0	-0.583691506454458	0.102193419740778	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004910-RA	0	0.984171908721437	0.110169491525424	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004911-RA	0	0.564237432750142	0.104187437686939	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004916-RA	0	1.15481604144364	0.0967098703888335	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004917-RA	0	0.940220013776483	0.110667996011964	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004918-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP028439-RA	0	1.12976782330485	0.103688933200399	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004921-RA	0	2.10884323794328	0.0942173479561316	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004922-RA	NA	2.47787751181985	NA	NA	FM Oe	Oe	Ca	NA	1
Anogam_AGAP004923-RA	0	0.77675612729723	0.101694915254237	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004924-RA	0	0.215242090464605	0.0882352941176471	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004925-RA	0	1.99194664743005	0.0882352941176471	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004928-RA	0	0.226565132206958	0.0872382851445663	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004933-RA	0	2.28169648564944	0.107178464606181	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004934-RA	0	-0.371160213449881	0.0982053838484546	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004937-RA	0	-0.528698299761498	0.0942173479561316	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004938-RA	0	1.81291792450821	0.0852442671984048	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004941-RA	NA	0.927723531414356	NA	NA	FM Oe	Oe	Ca	NA	1
Anogam_AGAP004942-RA	0	1.23267985060979	0.102691924227318	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004944-RA	0	1.47021835223999	0.100199401794616	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004945-RA	0	0.871210070230175	0.107676969092722	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004946-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004948-RA	0	0.87901612978762	0.10468594217348	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004951-RA	NA	0.105810859932743	NA	NA	FM Oe	Oe	Ca	NA	NA
Anogam_AGAP004953-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004954-RA	0	0.84453259792235	0.106679960119641	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004956-RA	0	1.43276954502802	0.108673978065803	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004958-RA	0	0.936353990319658	0.103688933200399	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004960-RA	0	1.3926704073482	0.098703888334995	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004962-RA	0	1.31152604892408	0.0907278165503489	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004964-RA	0	2.18481798530669	0.101694915254237	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004968-RA	0	2.42134735550558	0.098703888334995	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004972-RA	0	0.454613973761183	0.0982053838484546	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004975-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004976-RA	0	0.954382809958012	0.123130608175474	0.123268081872729	FM Oe	Oe	Ca	1	1
Anogam_AGAP004977-RA	0	0.955185529357013	0.122632103688933	0.122805583695641	FM Oe	Oe	Ca	1	1
Anogam_AGAP004978-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004979-RA	NA	0.345189097032979	NA	NA	FM Oe	Oe	Ca	1	NA
Anogam_AGAP004980-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004981-RA	0	1.34101802754944	0.0992023928215354	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004982-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004983-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004985-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004989-RA	0	0.977653004001139	0.10518444666002	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004989-RB	0	-0.371670644710893	0.0967098703888335	0.116101910718062	FM Oe	Oe	Ca	0	0
Anogam_AGAP004991-RA	0	-0.873302751838824	0.0962113659022931	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004994-RA	NA	0.835155851401275	NA	NA	FM Oe	Oe	Ca	1	NA
Anogam_AGAP004995-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP004996-RA	NA	-Inf	NA	NA	FM Oe	Oe	Ca	1	NA
Anogam_AGAP004999-RA	NA	1.5814180351362	NA	NA	FM Oe	Oe	Ca	1	NA
Anogam_AGAP005001-RA	0	1.40076675696112	0.10468594217348	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005001-RB	0	0.747384324465126	0.115154536390828	0.116963337445751	FM Oe	Oe	Ca	0	0
Anogam_AGAP005002-RA	0.304046815481261	0.551752627193751	0.00947158524426722	0.116101910718062	FM Oe	Oe	Ca	0.73606365263637	0.432016837155109
Anogam_AGAP005002-RB	-0.304046815481261	-1.30127476129647	0.0134596211365902	0.116101910718062	FM Oe	Oe	Ca	0.26393634736363	0.567983162844891
Anogam_AGAP005003-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005007-RA	0	1.13823803402581	0.103688933200399	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005008-RA	-0.063732594434326	-Inf	0.0427435387673956	0.116101910718062	FM Oe	Oe	Ca	0.820008890842675	0.883741485277001
Anogam_AGAP005008-RB	0.063732594434326	0.321340123770865	0.051345962113659	0.116101910718062	FM Oe	Oe	Ca	0.179991109157325	0.116258514722999
Anogam_AGAP005013-RA	0	0.7264609993066	0.110667996011964	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005015-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP028754-RA	0	0.0128337797071082	0.10468594217348	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005018-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005020-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005021-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005023-RA	0	0.821435975964887	0.10468594217348	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005025-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005027-RA	0	1.36420934690455	0.0992023928215354	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005030-RA	0	-0.937530305484284	0.0952143569292124	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005031-RA	0.0733214212400247	-0.0381948615521028	0.0388833499501495	0.116101910718062	FM Oe	Oe	Ca	0.994976409206688	0.921654987966664
Anogam_AGAP005031-RB	-0.0733214212400248	0.348610968715074	0.0413758723828515	0.116101910718062	FM Oe	Oe	Ca	0.00502359079331169	0.0783450120333365
Anogam_AGAP005033-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005034-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005035-RA	0	-0.144366170220498	0.109670987038883	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005036-RA	0	-Inf	0.0825049701789264	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005037-RA	-0.0895517955778947	-0.981187059189608	0.0378863409770688	0.116101910718062	FM Oe	Oe	Ca	0.0162901099493916	0.105841905527286
Anogam_AGAP005037-RB	0.0895517955778946	0.169230935171084	0.0333998005982054	0.116101910718062	FM Oe	Oe	Ca	0.983709890050608	0.894158094472714
Anogam_AGAP005039-RA	0	0.734224787151589	0.116650049850449	0.117947915387801	FM Oe	Oe	Ca	1	1
Anogam_AGAP005040-RA	0	2.09853165232544	0.0972083748753739	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005041-RA	0	1.20708618858289	0.112662013958126	0.116266714320325	FM Oe	Oe	Ca	1	1
Anogam_AGAP005043-RA	0.0955658609984503	-Inf	0.0318091451292247	0.116101910718062	FM Oe	Oe	Ca	0.0955658609984503	0
Anogam_AGAP005043-RB	-0.0955658609984503	1.40512830039886	0.0438683948155533	0.116101910718062	FM Oe	Oe	Ca	0.90443413900155	1
Anogam_AGAP005044-RB	-0.0556807634178728	0.0460763811285207	0.0563310069790628	0.116101910718062	FM Oe	Oe	Ca	0.155526523332883	0.211207286750755
Anogam_AGAP005044-RA	0.0556807634178729	0.532191117077569	0.055333998005982	0.116101910718062	FM Oe	Oe	Ca	0.844473476667117	0.788792713249245
Anogam_AGAP005047-RA	NA	0.662543673924054	NA	NA	FM Oe	Oe	Ca	1	NA
Anogam_AGAP005049-RA	0	-0.192557357446232	0.103688933200399	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005051-RA	0	0.59181604539329	0.100199401794616	0.116101910718062	FM Oe	Oe	Ca	1	1
Anogam_AGAP005053-RA	0	1.46517453269975	0.101694915254237	0.116101910718062	FM Oe	Oe	Ca	1	1
