k3	k4	k5	k6	k7	k8	k9	k10	s01ACF	s02ACF	s03ACF	s04ACM	s05ACM	s06ACM	s07BCF	s08BCF	s09BCF	s10BCM	s11BCM	s12BCM
Anogam_AGAP003790-RD	2	3	1	3	3	3	5	8	0.0497070186598945	0.067187162321999	0.0596032400046022	0.064667258318465	0.0630396540660399	0.0709387105608404	0.152189044911833	0.136580254297787	0.151299448941981	0.158895048943839	0.166815509451468	0.170887787629139
Anogam_AGAP003790-RB	2	3	1	3	3	3	5	8	0.0772666732667386	0.0867009074142104	0.0700939901580895	0.0689131143071532	0.0734546169485244	0.0768979395470639	0.130879023911807	0.161892784177027	0.151942511462127	0.139534215246202	0.157262158818366	0.150442446344483
Anogam_AGAP003790-RA	2	3	1	3	3	7	9	3	0.0504520793734444	0.0755449084738026	0.0647015979219974	0.0531994665209852	0.0570752478835793	0.0581211664071794	0.124904042630227	0.0775678181026924	0.089919489427632	0.0704334083596336	0.0752302899229515	0.0599970729433585
Anogam_AGAP003790-RC	1	1	4	5	4	4	6	6	0.445532348449449	0.377618619578503	0.390786896696991	0.420687572786788	0.403760992318206	0.432234798159332	0.29592431648206	0.33839865712246	0.312912610173684	0.269954362158423	0.274164149272368	0.272131300561903
Anogam_AGAP003823-RA	3	4	2	1	1	1	4	9	0.782615418994626	0.845769029868231	0.768286990241303	0.600341390932671	0.820463026757864	0.86531646363583	0.876827221018175	0.828483592279108	0.92806212211942	0.548234352380531	0.540902695807923	0.326112435007177
Anogam_AGAP003823-RB	2	1	5	4	7	2	3	5	0.217384581005373	0.154230970131769	0.231713009758697	0.399658609067329	0.179536973242136	0.13468353636417	0.123172778981825	0.171516407720892	0.0719378778805799	0.451765647619469	0.459097304192077	0.673887564992823
Anogam_AGAP003860-RB	2	3	5	4	7	3	5	8	0.175567937907995	0.237786575357276	0.202626469564599	0.20136951051803	0.246530190406313	0.0848641101045827	0.158669174281972	0.0922672077255429	0.166210812821882	0.144348476745294	0.179109909975887	0.0391412835272985
Anogam_AGAP003860-RA	2	3	5	4	7	3	5	8	0.154050555217292	0.194275213624634	0.11513980678384	0.0852004338866967	0.177751810669454	0.261260063320927	0.223260959361098	0.263252549272576	0.245838740377365	0.16124310560131	0.243293454468521	0.192937111907832
Anogam_AGAP003860-RC	1	4	2	1	5	5	2	2	0.670381506874714	0.56793821101809	0.682233723651561	0.713430055595273	0.575717998924233	0.65387582657449	0.618069866356931	0.644480243001881	0.587950446800753	0.694408417653395	0.577596635555592	0.76792160456487
Anogam_AGAP003882-RA	1	1	5	5	2	2	3	5	0.0628742052249914	0.000288182710018601	0.10956629355618	0	0.47876301064251	0.107465027548866	0.346707551249013	0.476625383345348	0.689875921615041	0.356073931858656	0.533662540338141	0.560365967752875
Anogam_AGAP003882-RB	3	4	2	1	1	1	4	9	0.937125794775009	0.999711817289981	0.89043370644382	1	0.52123698935749	0.892534972451134	0.653292448750987	0.523374616654652	0.310124078384959	0.643926068141344	0.466337459661859	0.439634032247125
Anogam_AGAP003884-RB	3	2	3	6	6	6	7	1	0.77052024599194	0.914255436143862	0.753254239517664	0.77103187322967	0.999934096868911	0.921839325767746	1	0.965337385709304	0.905750294115217	0.996519968275301	0.854218743267732	1
Anogam_AGAP003884-RA	2	3	1	3	3	7	9	3	0.22947975400806	0.0857445638561378	0.246745760482336	0.22896812677033	6.59031310889457e-05	0.0781606742322539	0	0.0346626142906956	0.0942497058847831	0.00348003172469932	0.145781256732268	0
Anogam_AGAP003889-RB	2	3	1	3	3	7	9	3	0.239538881302526	0	0	0	0.0675953845686431	0.0323762517259604	0	0.160665192844648	0	0	0.229782786658612	0
Anogam_AGAP003889-RA	3	2	3	6	6	6	7	1	0.760461118697474	1	1	1	0.932404615431357	0.96762374827404	1	0.839334807155352	1	1	0.770217213341388	1
Anogam_AGAP003904-RB	1	4	2	2	5	5	8	2	0.527083871991235	0.431341942922829	0.484279139798713	0.321517236581688	0.416836513735544	0.613424573016073	0.728861429683225	0.760951526488098	0.809091933850065	0.592929104140272	0.528611077656726	0.551952071895903
Anogam_AGAP003904-RA	1	1	4	2	4	4	2	7	0.472916128008765	0.568658057077171	0.515720860201287	0.678482763418312	0.583163486264456	0.386575426983926	0.271138570316775	0.239048473511902	0.190908066149935	0.407070895859728	0.471388922343274	0.448047928104097
Anogam_AGAP003966-RB	2	1	5	4	7	2	3	5	0	0	0	0	1	0.275833428322554	0.221364175843992	0.0104774511077276	0.158447980171361	0.00588525435107864	1	0.260018385757436
Anogam_AGAP003966-RA	3	2	2	1	1	1	4	9	1	1	1	1	0	0.724166571677446	0.778635824156008	0.989522548892272	0.841552019828639	0.994114745648921	0	0.739981614242564
Anogam_AGAP003982-RA	3	2	3	6	6	6	7	1	0.86576619921921	0.83766991480205	0.912120575440779	0.828644772307146	0.87462287747847	0.822179411816696	0.958610868681428	0.872890785467936	0.974763441883358	0.766892997538604	0.857047150245604	0.795558640070275
Anogam_AGAP003982-RB	2	3	1	3	7	3	5	8	0.13423380078079	0.16233008519795	0.087879424559221	0.171355227692854	0.12537712252153	0.177820588183304	0.0413891313185715	0.127109214532064	0.0252365581166416	0.233107002461396	0.142952849754396	0.204441359929725
Anogam_AGAP003986-RB	1	1	4	5	4	8	1	10	0.293781019043509	0.389621759443245	0.376527387402527	0.389606533138438	0.53733248870307	0.581239730289183	0.442927736488666	0.517463302830246	0.497841246678994	0.56510500198925	0.613512465426282	0.364620906204877
Anogam_AGAP003986-RA	1	4	4	2	5	5	2	2	0.706218980956491	0.610378240556755	0.623472612597473	0.610393466861562	0.46266751129693	0.418760269710817	0.557072263511334	0.482536697169754	0.502158753321007	0.43489499801075	0.386487534573718	0.635379093795123
Anogam_AGAP003997-RB	3	2	3	6	6	6	7	1	0.91237884019191	0.911417164382462	0.937994738778139	0.88697386833803	0.879144443231241	0.848841116912478	0.922847070866777	0.873142279926923	0.938516816637696	0.75112266853938	0.730604264998148	0.783440871535623
Anogam_AGAP003997-RD	2	3	1	3	7	3	5	8	0.0876211598080902	0.088582835617538	0.0620052612218607	0.113026131661969	0.120855556768759	0.151158883087522	0.0771529291332225	0.126857720073077	0.0614831833623043	0.24887733146062	0.269395735001852	0.216559128464377
Anogam_AGAP004028-RB	1	4	2	1	5	5	8	4	0.624137646687391	0.420433002001999	0.608410987318392	0.526951033066071	0.398339683675028	0.657754720318479	0.645005808615567	0.82279742196268	0.786434832716351	0.57966173568894	0.940977564445968	0.8022433678659
Anogam_AGAP004028-RA	1	1	4	5	4	4	6	7	0.375862353312609	0.579566997998001	0.391589012681608	0.473048966933929	0.601660316324972	0.342245279681521	0.354994191384433	0.17720257803732	0.213565167283649	0.42033826431106	0.0590224355540317	0.1977566321341
Anogam_AGAP004039-RA	2	3	1	3	3	7	9	3	0.00319909335329915	0.00535511961811574	0.0060738361891436	0.000153840430371879	0.00127632922020884	0.000680250249730969	0.0127627929390207	0.0256697242367542	0.0178163661669341	0.00757431795308514	0.0104749769666556	0.0095797984942059
Anogam_AGAP004039-RB	3	2	3	6	6	6	7	1	0.996800906646701	0.994644880381884	0.993926163810856	0.999846159569628	0.998723670779791	0.999319749750269	0.987237207060979	0.974330275763246	0.982183633833066	0.992425682046915	0.989525023033344	0.990420201505794
Anogam_AGAP004046-RA	1	1	4	2	4	4	6	7	0.555500310172061	0.590126361964197	0.704404537547859	0.878328226228047	0	0.680086613413369	0.268329957314766	0.53214826046504	0.61295431427295	0	0	0.169989007058857
Anogam_AGAP004046-RB	1	4	4	5	5	2	8	5	0.444499689827939	0.170688741319793	0.295595462452141	0.121671773771953	1	0.319913386586631	0.584653678239344	0.395896637128323	0.240763282056357	1	1	0.830010992941143
Anogam_AGAP004046-RC	2	3	1	3	3	7	9	3	0	0.23918489671601	0	0	0	0	0.14701636444589	0.071955102406637	0.146282403670693	0	0	0
Anogam_AGAP004064-RB	2	3	1	3	3	7	9	3	0.00416300294920214	4.77689109762143e-06	8.58194053991391e-06	0.000836874250710903	0	0.00113498757161641	7.74203647998557e-08	0.000233850286064189	2.02621395739858e-05	0.00920124401299122	3.26132965103773e-06	3.5754563229764e-08
Anogam_AGAP004064-RA	3	2	3	6	6	6	7	1	0.995836997050798	0.999995223108902	0.99999141805946	0.999163125749289	1	0.998865012428384	0.999999922579635	0.999766149713936	0.999979737860426	0.990798755987009	0.999996738670349	0.999999964245437
Anogam_AGAP004071-RA	2	3	5	4	7	3	5	8	0.188509484340201	0.0765950281895101	0.18367369317368	0.211803203464147	0.0821097942574705	0.136026425436261	0.205040359554965	0.208499510325215	0.177860293298753	0.278831168010775	0.200876800958427	0.145140860527664
Anogam_AGAP004071-RC	1	1	4	5	2	8	1	10	0.270639981491551	0.204688779096265	0.434339587632127	0.420771379370418	0.390515271181198	0.548156686854681	0.620633244045049	0.522828817443646	0.384695924855849	0.451921919588221	0.536419184534131	0.62435211835988
Anogam_AGAP004071-RB	1	1	4	5	4	4	6	7	0.540850534168248	0.718716192714224	0.381986719194193	0.367425417165435	0.527374934561332	0.315816887709059	0.174326396399986	0.26867167223114	0.437443781845398	0.269246912401004	0.262704014507442	0.230507021112455
Anogam_AGAP004098-RA	3	2	3	6	6	6	7	1	0.854753284517512	0.962692687329852	0.791817095289191	0.778373889747799	0.895518557932524	0.758249029588496	0.959070401482281	0.961162894395868	0.97292123624566	0.946953334104601	0.945369329903553	0.921642628365653
Anogam_AGAP004098-RB	2	3	1	3	3	7	9	8	0.145246715482488	0.0373073126701481	0.208182904710809	0.221626110252201	0.104481442067475	0.241750970411504	0.0409295985177191	0.0388371056041323	0.0270787637543404	0.0530466658953987	0.0546306700964466	0.0783573716343475
Anogam_AGAP013023-RA	3	2	3	6	6	6	7	1	0.97283483445412	1	1	1	1	1	1	1	1	1	1	1
Anogam_AGAP013023-RB	2	3	1	3	3	7	9	3	0.0271651655458798	0	0	0	0	0	0	0	0	0	0	0
Anogam_AGAP004156-RA	3	2	3	1	1	1	4	4	0.760405378118767	1	1	1	1	0.841919304159011	0.962503597516686	0.00427646171166921	0.0714283856007201	0.941639418659584	1	1
Anogam_AGAP004156-RB	2	3	5	4	7	3	5	6	0.239594621881233	0	0	0	0	0.158080695840989	0.0374964024833144	0.995723538288331	0.92857161439928	0.058360581340416	0	0
Anogam_AGAP004164-RD	2	3	1	3	3	7	9	3	0.00513081944543827	0.0257849802607865	0.013039849023901	0.00759209935220718	0.0117639428545767	0.00696652173897993	0.0124933333951481	0.00699736615989982	0.0051164900232581	0.0186160919522801	0.0223901315543491	0.00992970002334174
Anogam_AGAP004164-RA	2	3	5	4	7	3	5	8	0.148001076460585	0.0642735324219792	0.1592370768779	0.0900230770719117	0.0833923006810039	0.076865261175648	0.275399709601079	0.336800275960423	0.395856437648029	0.144000020206151	0.152632542751174	0.131373169435971
Anogam_AGAP004164-RC	2	3	1	3	3	7	9	3	0.00506804358336448	0.0190064302099165	0.00920715298472915	0.00762152404682577	0.0118509002395016	0.00763822506304789	0.00599598920797429	0.00286185558161291	0.00495740204087142	0.00988684817050333	0.00993822729542408	0.00472123585362297
Anogam_AGAP004164-RB	3	2	3	6	1	1	4	4	0.841800060510612	0.890935057107318	0.81851592111347	0.894763299529055	0.892992856224918	0.908529992022324	0.706110967795798	0.653340502298065	0.594069670287842	0.827497039671066	0.815039098399052	0.853975894687064
Anogam_AGAP004169-RA	1	1	4	5	2	8	6	6	0.378523741275638	0.406096881727293	0.415773300291873	0.301864427516086	0.390543138111603	0.401681325244772	0.23279897571457	0.285112869202848	0.306134548821977	0.397566307597485	0.304968040983922	0.292719359066215
Anogam_AGAP004169-RB	3	4	2	1	5	5	8	2	0.621476258724362	0.593903118272707	0.584226699708126	0.698135572483914	0.609456861888397	0.598318674755228	0.76720102428543	0.714887130797152	0.693865451178023	0.602433692402515	0.695031959016078	0.707280640933785
Anogam_AGAP004247-RB	1	1	4	5	4	8	1	10	0.472962514963559	0.460436588836991	0.417785698712812	0.414824309921066	0.461254823596936	0.43134389114142	0.523267183264548	0.407456096290062	0.44638743786178	0.474820530912359	0.456016080917263	0.527231287163272
Anogam_AGAP004247-RC	2	3	1	3	3	7	5	8	0.0727073993727956	0.0345601008903572	0.108680977135842	0.105508810704936	0.0901499633396903	0.101914760174354	0.138506649116992	0.187308598080422	0.120142919377089	0.078509951159384	0.099462633672022	0.1009584597562
Anogam_AGAP004247-RA	1	1	4	2	4	8	1	10	0.454330085663645	0.505003310272651	0.473533324151346	0.479666879373998	0.448595213063374	0.466741348684226	0.33822616761846	0.405235305629516	0.433469642761132	0.446669517928257	0.444521285410715	0.371810253080528
Anogam_AGAP004256-RA	3	2	3	6	6	6	7	1	0.975299034378841	0.991125799692807	1	0.969110318984191	0.989256057268508	1	1	0.929918473533744	0.806982338777015	0.971873658961299	0.930832305454188	0.97529931613386
Anogam_AGAP004256-RB	2	3	1	3	3	7	9	3	0.0247009656211589	0.00887420030719311	0	0.0308896810158089	0.0107439427314923	0	0	0.0700815264662558	0.193017661222985	0.0281263410387015	0.0691676945458118	0.0247006838661399
Anogam_AGAP004261-RB	2	3	1	3	3	7	9	8	0.00204195517256092	0.283542997038808	0	0.0121020022262997	1.11899275731938e-05	0.00121397487351126	0	0.16917966937063	0.468802997583638	0	0.147184448185646	0
Anogam_AGAP004261-RC	3	2	3	6	6	6	7	1	0.997958044827439	0.716457002961192	1	0.9878979977737	0.999988810072427	0.998786025126489	1	0.83082033062937	0.531197002416363	1	0.852815551814354	1
Anogam_AGAP004297-RA	3	2	3	6	6	6	7	1	0.872363601323134	0.972446968385574	0.88627401912091	0.91284712100466	0.916970115802543	0.845721899473282	0.980908152926238	0.722652785941809	0.810210026272925	0.860926908062318	0.904927407093657	0.913021853512265
Anogam_AGAP004297-RB	2	3	1	3	3	3	5	8	0.127636398676866	0.027553031614426	0.11372598087909	0.0871528789953397	0.083029884197457	0.154278100526717	0.0190918470737621	0.277347214058191	0.189789973727075	0.139073091937682	0.0950725929063427	0.0869781464877351
Anogam_AGAP004312-RA	2	3	1	3	3	7	9	3	0	0	0	0	0.0256641339272238	0	0	0	0	0.00778473369758674	0.0067687069928174	0.00495516948282766
Anogam_AGAP004312-RB	1	1	5	5	2	8	1	6	1	0	0	0.147835713996098	0.174381561208195	0.25673905360239	1	1	0	0.109682097469755	0.143174092956141	0.170803810897842
Anogam_AGAP004312-RC	3	4	2	1	1	5	2	2	0	1	1	0.852164286003902	0.799954304864581	0.74326094639761	0	0	1	0.882533168832658	0.850057200051042	0.824241019619331
Anogam_AGAP004335-RB	2	3	1	3	3	7	9	3	0.0878028840585967	0.0435315748611283	0.0789991172913092	0	0.123331246362473	0.0274250051341045	0.241245216121362	0	0.177407824573404	0.131788294011821	0.0583502709228353	0
Anogam_AGAP004335-RC	1	4	2	2	5	5	2	2	0.80075301710521	0.766365300531489	0.512371314284923	0.5681315200767	0.876668753637527	0.552970788819023	0.758754783878638	0.2630354428507	0.45745798104779	0.422572829054507	0.646429901958473	0.397375411875112
Anogam_AGAP004335-RA	1	1	5	5	2	8	3	6	0.111444098836193	0.190103124607382	0.408629568423768	0.4318684799233	0	0.419604206046872	0	0.7369645571493	0.365134194378806	0.445638876933672	0.295219827118692	0.602624588124888
Anogam_AGAP004373-RC	3	4	2	1	5	1	8	4	0.561556979944676	0.81866558766853	0.541615536394209	0.594386246123294	0.577006831615792	0.549970807629056	0.769150823502316	0.698696274667957	0.748753616230578	0.67071870637097	0.701526557309613	0.732076351677058
Anogam_AGAP004373-RA	2	3	1	3	3	7	9	8	0.0376974885289994	0.0636902944891709	0.0307540032105648	0.0548816296039602	0.025483509691138	0.0593280927174145	0.080366139660712	0.0564739799208258	0.0796418912467582	0.205651037271991	0.204639617841617	0.210921519104217
Anogam_AGAP004373-RB	2	1	5	4	7	4	6	6	0.400745531526325	0.117644117842299	0.427630460395226	0.350732124272746	0.39750965869307	0.390701099653529	0.150483036836972	0.244829745411217	0.171604492522663	0.123630256357039	0.0938338248487707	0.0570021292187244
Anogam_AGAP004404-RB	3	2	3	6	6	6	7	1	0.951337131500413	0.912367628670954	0.961438659464134	0.936984668156081	0.956700689835673	0.902101833391168	0.932473365527348	0.960872391226212	0.947511226785782	0.919531475033218	0.974271175572527	0.906411422115475
Anogam_AGAP004404-RA	2	3	1	3	3	7	9	3	0.0486628684995867	0.0876323713290458	0.0385613405358663	0.0630153318439189	0.0432993101643268	0.0978981666088323	0.0675266344726517	0.0391276087737879	0.0524887732142183	0.0804685249667822	0.025728824427473	0.0935885778845246
Anogam_AGAP004437-RD	2	3	1	3	3	7	9	3	0.115474727951306	0.0585983406286202	0.0446107841173635	0.0828067124787621	0.0189501418933396	0.0701691543873737	0.00662717677530377	0.0493849103066035	0.0201373957165293	0.0173610588117479	0.0364627978444768	0.0453194530346938
Anogam_AGAP004437-RA	2	3	1	3	3	7	9	3	0	0	0	0	0	0	0	0.0122842273967276	0	0	0	0
Anogam_AGAP004437-RB	2	3	1	3	3	7	9	8	0.0883704690066053	0.152596526970839	0.111044672013637	0.0567501519249149	0.0822083535875809	0.0964746528681564	0.108309097907842	0.0908943043171703	0.116408345654629	0.0988541791832237	0.056592901132898	0.0607553911375395
Anogam_AGAP004437-RC	3	2	3	6	6	6	7	1	0.796154803042089	0.788805132400541	0.844344543868999	0.860443135596323	0.89884150451908	0.83335619274447	0.885063725316854	0.847436557979499	0.863454258628842	0.883784762005028	0.906944301022625	0.893925155827767
Anogam_AGAP004440-RA	2	3	1	3	3	7	9	3	0	0	0.00286667372913496	0	0.0160878752303879	0.0130940174834439	0.0083561091343724	0.00397685030534938	0	0.00817762472460227	0.00250271457657531	0.00538397424448505
Anogam_AGAP004440-RC	2	3	1	3	3	7	9	3	0.0251929427708907	0.0357391594225197	0.00544638687818887	0.043984019429219	0	0.0123401580589954	0.0157429341363537	0.0273447444794469	0.0276467178205771	0.0352333528497608	0.0261223722785091	0.0227462779525648
Anogam_AGAP004440-RB	3	2	3	6	6	6	7	1	0.974807057229109	0.96426084057748	0.991686939392676	0.956015980570781	0.983912124769612	0.974565824457561	0.975900956729274	0.968678405215204	0.972353282179423	0.956589022425637	0.971374913144916	0.97186974780295
Anogam_AGAP004450-RA	1	1	4	5	2	8	1	10	0.355111204653399	0.386901938323801	0.320492086843201	0	1	0	0.387828926904066	0.273010123403145	0.383076892324007	0.497628527881016	0.198535240316848	0.480617946200547
Anogam_AGAP004450-RB	1	4	2	1	1	5	2	2	0.644888795346601	0.613098061676199	0.679507913156799	1	0	1	0.612171073095934	0.726989876596855	0.616923107675993	0.502371472118984	0.801464759683152	0.519382053799453
Anogam_AGAP004459-RB	2	3	1	4	7	3	5	8	0.181901521861186	0.0281449056113234	0.140331139497165	0	0.302119323609977	0.367179334095288	0	0.00480434502380425	0.159471065062374	2.60755306087049e-06	0.302138078040859	0.271178774790424
Anogam_AGAP004459-RA	3	2	3	6	6	6	7	1	0.818098478138814	0.971855094388677	0.859668860502835	1	0.697880676390023	0.632820665904712	1	0.995195654976196	0.840528934937626	0.999997392446939	0.697861921959141	0.728821225209576
Anogam_AGAP004499-RB	3	2	3	6	6	6	7	1	0.849999990311153	1	0.666666452288954	0.846153898197903	1	0.83783779028791	0.904761925461546	0.620689572958771	0.882352902319856	0.868420970920266	0.846153816000685	0.899999921085796
Anogam_AGAP004499-RA	2	3	1	4	7	3	5	8	0.150000009688847	0	0.333333547711046	0.153846101802097	0	0.16216220971209	0.0952380745384544	0.379310427041229	0.117647097680144	0.131579029079734	0.153846183999315	0.100000078914204
Anogam_AGAP004504-RB	2	3	5	4	7	3	5	8	0.200408347939779	0.1409644873727	0.110856545051809	0.105724018293955	0.16159665789422	0.131896038504611	0.223334319072962	0.173423057496903	0.199370094554458	0.160490388714372	0.241255688094641	0.274504435914997
Anogam_AGAP004504-RA	3	2	3	6	1	1	4	4	0.799591652060221	0.8590355126273	0.889143454948191	0.894275981706045	0.83840334210578	0.868103961495389	0.776665680927038	0.826576942503097	0.800629905445542	0.839509611285628	0.758744311905359	0.725495564085003
Anogam_AGAP004509-RB	1	4	2	1	5	5	2	2	0.572943225510843	0.692250629957249	0.525572400173671	0.49274506613053	0.511860986781289	0.714876621726143	0.696473910041568	0.63812109579397	0.639698789342242	0.587662227616951	0.581477992688487	0.569117681264247
Anogam_AGAP004509-RA	1	1	4	5	4	8	1	10	0.427056774489157	0.307749370042752	0.474427599826329	0.50725493386947	0.488139013218711	0.285123378273857	0.303526089958432	0.36187890420603	0.360301210657758	0.412337772383049	0.418522007311513	0.430882318735753
Anogam_AGAP004516-RB	1	4	2	2	5	5	2	2	0.52510104396709	0.707460260508743	0.511711030838321	0.632213140436072	0.484894058391344	0.570320224954243	0.562723672545793	0.580543559933054	0.352234907982574	0.603805226076547	0.421692543941059	0.778571896978236
Anogam_AGAP004516-RA	1	1	4	5	2	8	1	10	0.47489895603291	0.292539739491257	0.488288969161679	0.367786859563928	0.515105941608656	0.429679775045757	0.437276327454207	0.419456440066946	0.647765092017426	0.396194773923453	0.578307456058941	0.221428103021764
Anogam_AGAP004519-RA	3	2	3	6	6	6	7	1	1	1	1	1	1	1	1	0.999145131653287	0.998900284718383	1	1	1
Anogam_AGAP004519-RB	2	3	1	3	3	7	9	3	0	0	0	0	0	0	0	0.000854868346712469	0.00109971528161718	0	0	0
Anogam_AGAP004532-RA	1	4	2	1	5	5	8	2	0.588497739050139	0.729665233682164	0.552140943446217	0.491967924840159	0.51244260525843	0.568727465932698	0.609913965347135	0.654983389111491	0.685211186877578	0.559588003338587	0.543156179765196	0.676321233784573
Anogam_AGAP004532-RB	1	1	4	5	4	8	1	10	0.411502260949861	0.270334766317836	0.447859056553783	0.508032075159841	0.48755739474157	0.431272534067302	0.390086034652865	0.345016610888509	0.314788813122422	0.440411996661413	0.456843820234804	0.323678766215427
Anogam_AGAP004549-RA	2	3	1	3	3	7	9	8	0	0.119863331695313	0	0	0	0.157091307195608	0.111755530307379	0.292939716733086	0.0495832909521899	0.142820292404377	0.0486396244671247	0.151735840018299
Anogam_AGAP004549-RC	3	4	2	1	1	1	8	4	0.819856603100283	0.732527664332111	0.799847746169558	0.221004730039112	0.753497907494073	0.508976185000329	0.888244469692621	0.707001371289565	0.948941514400199	0.739178023483765	0.951360375532875	0.821360036766123
Anogam_AGAP004549-RB	2	3	5	4	7	4	6	8	0.180143396899717	0.147609003972576	0.200152253830442	0.778995269960888	0.246502092505927	0.333932507804063	0	5.89119773487979e-05	0.00147519464761135	0.118001684111858	0	0.0269041232155786
Anogam_AGAP004553-RA	3	4	2	1	5	1	8	4	0.200354666071178	0.42104264248557	0.999401247831172	0	0.970219687120514	0.684778664385001	1	0.561966531183183	0.78414339036835	1	0.999480584868871	0.93300069046228
Anogam_AGAP004553-RB	1	1	5	4	4	4	6	7	0.799645333928822	0.57895735751443	0.000598752168828065	1	0.0297803128794863	0.315221335614999	0	0.438033468816817	0.21585660963165	0	0.000519415131129123	0.0669993095377199
Anogam_AGAP004559-RD	2	3	5	4	7	3	5	8	0.202235236992862	0.156304297734899	0.119642395631284	0.128137363845837	0.265277260870014	0.173695516867074	0.232264833961385	0.157260689889555	0.268190514698228	0.110415864153194	0.0834929926117539	0.000240751802877568
Anogam_AGAP004559-RJ	2	3	1	3	3	7	9	3	0.0308892551999462	0.0363427554911138	0.0535958941172986	0.0585767108718757	0.044837042039973	0.0544709932132095	0.00899343097535874	0.0128704443747604	0.0250405019564417	0.0482133525072397	0.0358582364514357	0.0493569477473476
Anogam_AGAP004559-RG	1	1	4	5	2	8	1	10	0.2664240164161	0.423182405092723	0.322384957534616	0.30050442797478	0.269261811949285	0.255478990029707	0.401070596692552	0.523056653018356	0.420764270325497	0.354177398812339	0.503826389340823	0.478251052949152
Anogam_AGAP004559-RE	2	3	1	3	3	7	9	3	0.0194656302879356	0.0122198214099344	0.0174043016570222	0.0273723834179309	0.0283258168019599	0.022187915935436	0.00454230915174178	0.00342886913232587	0.0110564387108972	0.0143059096620532	0.0136754044578374	0.0115761076527174
Anogam_AGAP004559-RH	2	3	1	3	3	7	9	3	0.0681033865186369	0.0536331223938558	0.0399565453041216	0.0133198324502541	0.0193137762864167	0.0449944889835561	0.0489220893830468	0.00301186272824035	0.0204578215711191	0.0303650480813375	0.0186437150135061	0.0132017512204787
Anogam_AGAP004559-RI	2	3	1	3	3	7	9	3	0.0406257252714946	0.0248700460461025	0.024547405322365	0.0388402504944698	0.0281998400202905	0.0419090501973851	0.0327825368789559	0.0622182757500355	0.0264865571060007	0.0297246109491509	0.0458665977374332	0.0246339737963129
Anogam_AGAP004559-RK	2	3	1	3	3	7	9	3	0.0280008163923873	0.0185604575843822	0.0291889961214245	0.0258451801748192	0.0163547943767726	0.0222430147798122	0.0527558248877037	0.0363603736219486	0.0560910647671154	0.0323912993881612	0.0236361229346349	0.0238145455113089
Anogam_AGAP004559-RB	2	3	5	4	7	3	5	8	0.234647932796451	0.186897431587094	0.272598915823581	0.280479057967387	0.22110087493755	0.26213299674096	0.147733943093924	0.129779695586871	0.115706476597021	0.259082563608248	0.188425413396171	0.240764325174696
Anogam_AGAP004559-RA	2	3	1	3	3	7	9	8	0.109608000124187	0.0879896626598952	0.120680588488287	0.126924792802646	0.107328782717738	0.12288703325286	0.0709344349753314	0.0720131358979082	0.0562063542676807	0.121323952838276	0.0865751280564047	0.158160544145109
Anogam_AGAP004572-RA	2	3	5	4	7	4	6	7	0	0.822270247954169	0.168341056493658	0.212319758238595	0.37291659428241	0.606994668178451	0	0	0	0	2.32536833484745e-05	0.232134734900969
Anogam_AGAP004572-RB	3	2	3	1	6	1	8	4	1	0.177729752045831	0.831658943506342	0.787680241761404	0.62708340571759	0.393005331821549	1	1	1	1	0.999976746316652	0.767865265099031
Anogam_AGAP004589-RA	1	1	4	5	2	8	1	10	0.198301316089716	0.530557159234694	0.461234815240234	0.232580020904117	0.277853357476999	0.267170312514279	0.690830774712343	0.278404262857305	0.583378207180422	0.348545440221307	0.386766963844676	0.336761858761414
Anogam_AGAP004589-RC	2	3	1	3	3	7	9	3	0	3.28815700696773e-06	0	0.00126467773768466	0	0	0	0.380960843501552	0	0	0	0
Anogam_AGAP004589-RB	1	4	2	2	4	5	2	2	0.801698683910284	0.469439552608299	0.538765184759766	0.766155301358198	0.722146642523001	0.732829687485721	0.309169225287657	0.340634893641143	0.416621792819578	0.651454559778693	0.613233036155325	0.663238141238586
Anogam_AGAP004620-RB	2	3	5	4	7	3	5	8	0.105406638399211	0.15071351929789	0.132137171324468	0.143403161879486	0.210764086491516	0.120307119528292	0.152260996512065	0.191881997283567	0.248403933527705	0.191075219389987	0.115621480102682	0.0894563349985306
Anogam_AGAP004620-RC	2	1	5	4	7	3	5	6	0.281745917936325	0.175593875951841	0.267883877051587	0.233231843792344	0.172208869193125	0.3114357847388	0.20756489140649	0.190296267365316	0.105766496741269	0.180373650738565	0.346553649808664	0.221359874674843
Anogam_AGAP004620-RA	1	4	2	1	5	5	2	2	0.612847443664465	0.673692604750269	0.599978951623946	0.623364994328171	0.617027044315358	0.568257095732908	0.640174112081445	0.617821735351117	0.645829569731027	0.628551129871448	0.537824870088654	0.689183790326626
Anogam_AGAP004625-RB	3	2	3	1	1	1	4	4	0.854230031484708	0.830857703070984	0.750345360094101	0.623027487381742	0.721613060132234	0.657043565208524	0.902613077391361	0.860846330809494	0.845412697972616	0.757359096779376	0.833827824795436	0.906529447329528
Anogam_AGAP004625-RA	2	3	5	4	7	3	5	8	0.145769968515292	0.169142296929016	0.249654639905899	0.376972512618258	0.278386939867766	0.342956434791476	0.097386922608639	0.139153669190506	0.154587302027384	0.242640903220624	0.166172175204564	0.0934705526704716
