event	freq_diff	mean_logtpm	pval	pval.corr	comparison	group.i	group.j	mean_freq.i	mean_freq.j
Anogam_AGAP004851-RA	0	0.800865109452904	0.106679960119641	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004852-RB	0.00755375060204272	0.471654014428442	0.0907278165503489	0.12064369979008	OeCa F	OecyF	BulkF	0.444269232251303	0.436715481649261
Anogam_AGAP004852-RA	-0.00755375060204266	1.6279680896652	0.0917248255234297	0.12064369979008	OeCa F	OecyF	BulkF	0.555730767748697	0.563284518350739
Anogam_AGAP004853-RA	0	1.03192876896959	0.115653040877368	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP029106-RA	0	1.56383543826507	0.0967098703888335	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004859-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004860-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004861-RA	0	0.414420188867142	0.100697906281157	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004864-RA	0	1.10524304361478	0.103688933200399	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004865-RA	0	1.62185394889657	0.102691924227318	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004866-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004868-RA	0	0.426958841976897	0.102691924227318	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004869-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004872-RA	0	0.0475197994544217	0.107676969092722	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004873-RA	0	1.83166254724005	0.0992023928215354	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004874-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004875-RA	0	-0.260407343532312	0.102193419740778	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004878-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004882-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004884-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004886-RA	0.00338987149711726	0.232450223801963	0.0892323030907278	0.12064369979008	OeCa F	OecyF	BulkF	0.0442900209983442	0.0409001495012269
Anogam_AGAP004886-RB	-0.00338987149711711	-Inf	0.0755467196819086	0.12064369979008	OeCa F	OecyF	BulkF	0.955709979001656	0.959099850498773
Anogam_AGAP004887-RA	0	0.648937260325764	0.0997008973080758	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004889-RA	0	0.66500103403953	0.0982053838484546	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004891-RA	0	1.08631556225324	0.0972083748753739	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004893-RA	0	0.851204524599466	0.103190428713858	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004894-RA	0	1.86183628843012	0.0982053838484546	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004895-RA	0	-0.252043826869775	0.10518444666002	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004896-RA	-0.333333333333333	0.813443538128123	0.00598205383848455	0.12064369979008	OeCa F	OecyF	BulkF	0.666666666666667	1
Anogam_AGAP004896-RB	0.333333333333333	1.23377834915183	0.00797607178464604	0.12064369979008	OeCa F	OecyF	BulkF	0.333333333333333	0
Anogam_AGAP028438-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004900-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004901-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004903-RA	0	-1.11983803567572	0.125124626121635	0.12522797278685	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004908-RA	0	0.0618400116505031	0.106679960119641	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004910-RA	0	1.14083409311974	0.102193419740778	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004911-RA	0	0.424168678508804	0.103190428713858	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004916-RA	0	1.05459481450625	0.112163509471585	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004917-RA	0	1.11634992493726	0.104187437686939	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004918-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP028439-RA	0	0.925832620251755	0.0992023928215354	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004921-RA	0	2.12476133881584	0.0952143569292124	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004922-RA	NA	1.92238774435049	NA	NA	OeCa F	OecyF	BulkF	NA	1
Anogam_AGAP004923-RA	0	0.632304720419971	0.106181455633101	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004924-RA	0	0.35262865453027	0.10568295114656	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004925-RA	NA	2.04569702330107	NA	NA	OeCa F	OecyF	BulkF	1	NA
Anogam_AGAP004928-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004933-RA	0	2.29733806045612	0.0872382851445663	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004934-RA	0	0.145390189201952	0.0907278165503489	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004937-RA	0	-0.149207453434697	0.104187437686939	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004938-RA	0	1.99471564778983	0.0907278165503489	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004941-RA	NA	0.837859203078287	NA	NA	OeCa F	OecyF	BulkF	NA	1
Anogam_AGAP004942-RA	0	1.04184925752063	0.112163509471585	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004944-RA	0	1.73963237132547	0.0897308075772682	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004945-RA	0	0.937742603287179	0.103190428713858	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004946-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004948-RA	0	0.831756980381598	0.111166500498504	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004951-RA	NA	0.952549373435808	NA	NA	OeCa F	OecyF	BulkF	NA	NA
Anogam_AGAP004953-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004954-RA	0	1.33709993770002	0.101196410767697	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004956-RA	0	2.03937920766088	0.0952143569292124	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004958-RA	0	1.17208792208172	0.103190428713858	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004960-RA	0	1.42787994505833	0.119641076769691	0.121177500931855	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004962-RA	0	1.34136307538658	0.111166500498504	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004964-RA	0	1.91175982453054	0.0977068793619142	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004968-RA	0	2.2076635980352	0.094715852442672	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004972-RA	0	0.628825350643203	0.10518444666002	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004975-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004976-RA	0	0.934607423788405	0.101196410767697	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004977-RA	0	0.655314004111708	0.0927218344965104	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004978-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004979-RA	NA	0.496689140393944	NA	NA	OeCa F	OecyF	BulkF	1	NA
Anogam_AGAP004980-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004981-RA	0	0.991454673422095	0.117647058823529	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004982-RA	0	0.651767625843463	0.0997008973080758	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004983-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004985-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004989-RA	0	0.913280383367179	0.103190428713858	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004989-RB	0	0.0997036052114031	0.101196410767697	0.12064369979008	OeCa F	OecyF	BulkF	0	0
Anogam_AGAP004991-RA	0	-0.44168328690502	0.0942173479561316	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004994-RA	0	0.883642927436865	0.117148554336989	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004995-RA	0	-0.17916108245052	0.106181455633101	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004996-RA	0	-0.574324871669862	0.10518444666002	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP004999-RA	NA	1.63243028497026	NA	NA	OeCa F	OecyF	BulkF	1	NA
Anogam_AGAP005001-RA	NA	1.21503836382959	NA	NA	OeCa F	OecyF	BulkF	1	NA
Anogam_AGAP005001-RB	NA	0.650242087900088	NA	NA	OeCa F	OecyF	BulkF	0	NA
Anogam_AGAP005002-RA	0.23606365263637	1.21568742900814	0.0154536390827518	0.12064369979008	OeCa F	OecyF	BulkF	0.73606365263637	0.5
Anogam_AGAP005002-RB	-0.23606365263637	-0.56047755680188	0.0159521435692921	0.12064369979008	OeCa F	OecyF	BulkF	0.26393634736363	0.5
Anogam_AGAP005003-RA	0	-0.352158728268175	0.098703888334995	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005007-RA	0	0.950831220015867	0.115653040877368	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005008-RA	0.120218168051508	-Inf	0.0268389662027833	0.12064369979008	OeCa F	OecyF	BulkF	0.820008890842675	0.699790722791167
Anogam_AGAP005008-RB	-0.120218168051508	0.442310964821995	0.0244267198404786	0.12064369979008	OeCa F	OecyF	BulkF	0.179991109157325	0.300209277208833
Anogam_AGAP005013-RA	0	0.980879263615625	0.115653040877368	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005015-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP028754-RA	NA	-0.138972843682954	NA	NA	OeCa F	OecyF	BulkF	1	NA
Anogam_AGAP005018-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005020-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005021-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005023-RA	0	0.543624403700671	0.10568295114656	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005025-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005027-RA	0	1.44331816340452	0.117148554336989	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005030-RA	0	-0.696753675261293	0.104187437686939	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005031-RA	0.0236368953923062	-0.0520948548609317	0.0702891326021934	0.12064369979008	OeCa F	OecyF	BulkF	0.994976409206688	0.971339513814382
Anogam_AGAP005031-RB	-0.0236368953923062	0.444367100994324	0.0667996011964108	0.12064369979008	OeCa F	OecyF	BulkF	0.00502359079331169	0.0286604861856179
Anogam_AGAP005033-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005034-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005035-RA	0	0.1809408407105	0.0887337986041875	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005036-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005037-RA	-0.0722298019940563	-Inf	0.0397614314115308	0.12064369979008	OeCa F	OecyF	BulkF	0.0162901099493916	0.0885199119434479
Anogam_AGAP005037-RB	0.0722298019940563	0.0769362566700971	0.0418743768693918	0.12064369979008	OeCa F	OecyF	BulkF	0.983709890050608	0.911480088056552
Anogam_AGAP005039-RA	0	0.814504166862731	0.107676969092722	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005040-RA	0	1.95592711901066	0.0912263210368893	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005041-RA	0	-Inf	0.084493041749503	0.12064369979008	OeCa F	OecyF	BulkF	1	1
Anogam_AGAP005043-RA	0.0955658609984503	1.25989768425041	0.0408773678963111	0.12064369979008	OeCa F	OecyF	BulkF	0.0955658609984503	0
Anogam_AGAP005043-RB	-0.0955658609984503	1.14514221983623	0.0408773678963111	0.12064369979008	OeCa F	OecyF	BulkF	0.90443413900155	1
Anogam_AGAP005044-RB	0.0493201541859957	-0.34352276041378	0.0533399800598205	0.12064369979008	OeCa F	OecyF	BulkF	0.155526523332883	0.106206369146887
Anogam_AGAP005044-RA	-0.0493201541859957	0.571565465264443	0.0563310069790628	0.12064369979008	OeCa F	OecyF	BulkF	0.844473476667117	0.893793630853113
