Name	Length	EffectiveLength	TPM	NumReads
Anogam_AGAP006845-RA	420	204.050	0.245696	1.265991
Anogam_AGAP006846-RA	432	213.851	0.000000	0.000000
Anogam_AGAP006847-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006848-RA	357	155.146	0.000000	0.000000
Anogam_AGAP006849-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006850-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006851-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006852-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006853-RA	372	166.446	0.000000	0.000000
Anogam_AGAP006854-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006855-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006856-RA	387	177.954	0.000000	0.000000
Anogam_AGAP006857-RA	378	170.997	0.000000	0.000000
Anogam_AGAP006858-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006859-RA	369	164.169	0.000000	0.000000
Anogam_AGAP006860-RA	363	159.611	0.000000	0.000000
Anogam_AGAP006861-RA	390	180.283	0.000000	0.000000
Anogam_AGAP006862-RA	369	164.169	0.000000	0.000000
Anogam_AGAP006863-RA	363	159.611	0.000000	0.000000
Anogam_AGAP006864-RA	414	199.235	0.000000	0.000000
Anogam_AGAP006865-RA	582	347.068	0.000000	0.000000
Anogam_AGAP006866-RA	549	316.416	0.000000	0.000000
Anogam_AGAP006867-RA	1179	935.906	0.380815	9.000000
Anogam_AGAP006868-RB	2571	2327.906	0.034023	2.000000
Anogam_AGAP006869-RA	819	577.700	0.000000	0.000000
Anogam_AGAP006870-RA	822	580.675	4.296463	63.000000
Anogam_AGAP006871-RA	789	547.993	296.793014	4107.000000
Anogam_AGAP006872-RA	2379	2135.906	0.111243	6.000000
Anogam_AGAP006873-RA	660	421.504	3.006437	32.000000
Anogam_AGAP006874-RA	1248	1004.906	0.000000	0.000000
Anogam_AGAP006875-RA	1269	1025.906	0.000000	0.000000
Anogam_AGAP006876-RA	1251	1007.906	0.000000	0.000000
Anogam_AGAP006877-RB	1251	1007.906	0.039290	1.000000
Anogam_AGAP006878-RA	354	152.912	127.417308	492.000000
Anogam_AGAP006879-RA	249	84.275	1142.319216	2431.000000
Anogam_AGAP006880-RA	1554	1310.906	11.902234	394.000000
Anogam_AGAP006881-RA	1764	1520.906	0.885279	34.000000
Anogam_AGAP006882-RA	891	649.170	119.808229	1964.000000
Anogam_AGAP006883-RA	2037	1793.906	3.002223	136.000000
Anogam_AGAP006884-RA	4395	4151.906	1.917133	201.000000
Anogam_AGAP006885-RA	7167	6923.906	3.380182	591.000000
Anogam_AGAP006887-RA	318	127.456	483.139883	1555.000000
Anogam_AGAP006888-RA	2142	1898.906	7.486775	359.000000
Anogam_AGAP006889-RA	2385	2141.906	2.458980	133.000000
Anogam_AGAP006890-RB	528	297.178	104.339648	783.000000
Anogam_AGAP006891-RA	1416	1172.906	52.636469	1559.000000
Anogam_AGAP006892-RA	1920	1676.906	3.707616	157.000000
Anogam_AGAP029136-RA	1734	1490.906	0.000000	0.000000
Anogam_AGAP029142-RA	1773	1529.906	0.000000	0.000000
Anogam_AGAP029137-RA	1734	1490.906	0.106246	4.000000
Anogam_AGAP029158-RA	1773	1529.906	0.025884	1.000000
Anogam_AGAP006893-RA	1125	881.906	1.526724	34.000000
Anogam_AGAP006894-RA	975	732.751	16.213184	300.000000
Anogam_AGAP006895-RA	498	270.312	16.080536	109.764556
Anogam_AGAP006896-RA	591	355.533	0.445538	4.000000
Anogam_AGAP006897-RA	2190	1946.906	0.020340	1.000000
Anogam_AGAP006898-RA	3054	2810.906	1.549709	110.000000
Anogam_AGAP006899-RA	327	133.617	0.000000	0.000000
Anogam_AGAP029170-RA	1752	1508.906	0.236202	9.000000
Anogam_AGAP029171-RA	1752	1508.906	0.314936	12.000000
Anogam_AGAP006900-RA	2700	2456.906	2.772322	172.000000
Anogam_AGAP006901-RA	6351	6107.906	0.972529	150.000000
Anogam_AGAP006902-RB	219	68.158	108.121391	186.091647
Anogam_AGAP006903-RA	1194	950.906	0.333163	8.000000
Anogam_AGAP006904-RC	1713	1469.906	26.914092	999.000000
Anogam_AGAP006905-RA	486	259.760	0.457354	3.000000
Anogam_AGAP006906-RA	1596	1352.906	0.848856	29.000000
Anogam_AGAP006907-RA	1479	1235.906	15.380117	480.000000
Anogam_AGAP006908-RA	1179	935.906	1.354009	32.000000
Anogam_AGAP006909-RA	1266	1022.906	25.822243	667.000000
Anogam_AGAP006910-RA	1257	1013.906	64.406073	1649.000000
Anogam_AGAP006911-RA	1230	986.906	432.841361	10787.000000
Anogam_AGAP006913-RA	1245	1001.906	0.434780	11.000000
Anogam_AGAP006914-RA	843	601.509	16.985609	258.000000
Anogam_AGAP006915-RA	840	598.528	53.923351	815.000000
Anogam_AGAP006916-RA	402	189.705	33.399795	160.000000
Anogam_AGAP006917-RA	1158	914.906	0.995532	23.000000
Anogam_AGAP006918-RA	528	297.178	160.040763	1201.000000
Anogam_AGAP006920-RA	303	117.343	0.337479	1.000000
Anogam_AGAP006921-RA	2247	2003.906	63.692272	3223.000000
Anogam_AGAP006923-RA	1743	1499.906	0.664193	25.156764
Anogam_AGAP006924-RA	576	341.459	20.759568	179.000000
Anogam_AGAP006925-RA	1869	1625.906	8.037524	330.000000
Anogam_AGAP006926-RA	771	530.175	3.958771	53.000000
Anogam_AGAP006927-RA	1029	785.906	9.573856	190.000000
Anogam_AGAP006928-RA	357	155.146	15.314862	60.000000
Anogam_AGAP006929-RA	237	77.673	76.986114	151.000000
Anogam_AGAP006930-RA	1245	1001.906	4.901156	124.000000
Anogam_AGAP006931-RA	978	735.741	0.322946	6.000000
Anogam_AGAP006932-RA	5727	5483.906	11.344619	1571.000000
Anogam_AGAP006933-RA	510	280.988	30.300796	215.000000
Anogam_AGAP006934-RA	1353	1109.906	3.817697	107.000000
Anogam_AGAP006935-RB	1959	1715.906	27.825900	1205.699048
Anogam_AGAP006936-RA	921	678.995	185.932542	3188.000000
Anogam_AGAP006937-RC	429	211.384	383.672688	2048.000000
Anogam_AGAP006938-RA	2073	1829.906	2.445420	113.000000
Anogam_AGAP013107-RA	516	286.319	51.866288	375.000000
Anogam_AGAP006939-RA	3672	3428.906	7.991978	692.000000
Anogam_AGAP006940-RA	1107	863.906	12.789148	279.000000
Anogam_AGAP006941-RA	2478	2234.906	2.657882	150.000000
Anogam_AGAP006942-RA	3294	3050.906	64.588515	4976.000000
Anogam_AGAP006943-RA	1608	1364.906	8.849137	305.000000
Anogam_AGAP006944-RA	1302	1058.906	34.705190	928.000000
Anogam_AGAP006945-RA	2616	2372.906	9.162112	549.000000
Anogam_AGAP006946-RA	417	201.647	106.637955	543.000000
Anogam_AGAP006947-RA	1632	1388.906	30.023363	1053.000000
Anogam_AGAP006948-RB	714	474.098	200.636028	2402.000000
Anogam_AGAP006949-RA	2466	2222.906	5.397906	303.000000
Anogam_AGAP006950-RA	1062	818.906	5.851338	121.000000
Anogam_AGAP006951-RA	942	699.911	21.952949	388.000000
Anogam_AGAP006952-RA	1041	797.906	16.973769	342.000000
Anogam_AGAP006953-RA	552	319.185	37.220551	300.000000
Anogam_AGAP006954-RC	3903	3659.906	0.389526	36.000000
Anogam_AGAP006955-RA	513	283.648	11.587809	83.000000
Anogam_AGAP006956-RA	1926	1682.906	2.847274	121.000000
Anogam_AGAP006958-RA	2163	1919.906	1193.784723	57876.491668
Anogam_AGAP006959-RA	1182	938.906	1647.651544	39064.620621
Anogam_AGAP006960-RA	2310	2066.906	41.365254	2159.000000
Anogam_AGAP006961-RA	1110	866.906	463.333211	10142.886186
Anogam_AGAP006962-RA	1470	1226.906	10.199517	316.000000
Anogam_AGAP006963-RA	1011	767.906	37.955408	736.000000
Anogam_AGAP006964-RA	630	392.596	34.598052	343.000000
Anogam_AGAP006965-RA	4029	3785.906	3.755159	359.000000
Anogam_AGAP006966-RB	1494	1250.906	15.100716	477.000000
Anogam_AGAP006967-RA	1059	815.906	122.941629	2533.000000
Anogam_AGAP006968-RA	2982	2738.906	0.000000	0.000000
Anogam_AGAP006969-RA	1323	1079.906	14.484883	395.000000
Anogam_AGAP006970-RA	825	583.645	68.461495	1009.000000
Anogam_AGAP006971-RA	408	194.437	0.407338	2.000000
Anogam_AGAP006972-RA	342	144.281	27.995824	102.000000
Anogam_AGAP006973-RA	342	144.281	0.000000	0.000000
Anogam_AGAP006974-RA	2439	2195.906	1.550917	86.000000
Anogam_AGAP006975-RA	315	125.403	6.947356	22.000000
Anogam_AGAP006976-RA	510	280.988	0.000000	0.000000
Anogam_AGAP006977-RA	354	152.912	1.812848	7.000000
Anogam_AGAP006978-RA	312	123.368	0.000000	0.000000
Anogam_AGAP006979-RA	318	127.456	0.000000	0.000000
Anogam_AGAP006980-RA	312	123.368	1.283988	4.000000
Anogam_AGAP006981-RA	321	129.488	0.000000	0.000000
Anogam_AGAP006982-RA	324	131.525	0.000000	0.000000
Anogam_AGAP006983-RA	321	129.488	0.000000	0.000000
Anogam_AGAP006984-RA	312	123.368	0.000000	0.000000
Anogam_AGAP006985-RA	321	129.488	0.000000	0.000000
Anogam_AGAP006986-RA	414	199.235	1.590109	8.000000
Anogam_AGAP006987-RA	444	223.753	47.812582	270.151987
Anogam_AGAP006988-RA	2100	1856.906	1.642119	77.000000
Anogam_AGAP006989-RA	1899	1655.906	12.053097	504.000000
Anogam_AGAP006990-RA	6327	6083.906	6.580704	1011.000000
Anogam_AGAP006991-RA	300	115.332	18.884909	55.000000
Anogam_AGAP006992-RA	3012	2768.906	14.058826	983.000000
Anogam_AGAP006993-RA	1881	1637.906	24.080980	996.000000
Anogam_AGAP006994-RB	3183	2939.906	24.151861	1793.000000
Anogam_AGAP006995-RA	1884	1640.906	4.633630	192.000000
Anogam_AGAP006996-RA	1401	1157.906	24.590051	719.000000
Anogam_AGAP006997-RA	3036	2792.906	2.977603	210.000000
Anogam_AGAP006998-RA	3417	3173.906	8.110041	650.000000
Anogam_AGAP006999-RA	315	125.403	6.315778	20.000000
Anogam_AGAP007000-RA	330	135.730	362.950681	1244.000000
Anogam_AGAP007001-RA	948	705.893	125.215745	2232.000000
Anogam_AGAP007002-RA	819	577.700	23.238104	339.000000
Anogam_AGAP007003-RA	1146	902.906	47.192568	1076.000000
Anogam_AGAP007004-RA	390	180.283	231.080993	1052.000000
Anogam_AGAP007005-RA	3567	3323.906	7.970419	669.000000
Anogam_AGAP007006-RA	8694	8450.906	1.902508	406.000000
Anogam_AGAP007007-RA	1311	1067.906	0.444992	12.000000
Anogam_AGAP007008-RA	2580	2336.906	10.997836	649.000000
Anogam_AGAP007010-RA	4923	4679.906	6.160245	728.000000
Anogam_AGAP007012-RA	2481	2237.906	1.681069	95.000000
Anogam_AGAP007013-RA	258	89.429	0.000000	0.000000
Anogam_AGAP007014-RA	1419	1175.906	0.774567	23.000000
Anogam_AGAP007015-RA	1491	1247.906	1.738864	54.795349
Anogam_AGAP007016-RA	1491	1247.906	5.591642	176.204651
Anogam_AGAP007017-RA	1503	1259.906	3.520333	112.000000
Anogam_AGAP007018-RA	1461	1217.906	11.673054	359.000000
Anogam_AGAP007019-RA	3561	3317.906	5.466447	458.000000
Anogam_AGAP007020-RA	672	433.132	39.497270	432.000000
Anogam_AGAP007021-RA	726	485.866	0.407528	5.000000
Anogam_AGAP007022-RA	2805	2561.906	5.394684	349.000000
Anogam_AGAP007023-RA	2115	1871.906	13.370167	632.000000
Anogam_AGAP007024-RA	393	182.632	280.148595	1292.000000
Anogam_AGAP007025-RA	1125	881.906	15.087624	336.000000
Anogam_AGAP007026-RA	762	521.302	27.803257	366.000000
Anogam_AGAP007027-RA	1536	1292.906	9.985147	326.000000
Anogam_AGAP007028-RA	1620	1376.906	23.986428	834.000000
Anogam_AGAP007029-RA	1569	1325.906	4.211242	141.000000
Anogam_AGAP028734-RA	1203	959.906	0.000000	0.000000
Anogam_AGAP028733-RA	1032	788.906	0.903548	18.000000
Anogam_AGAP028735-RA	1308	1064.906	0.223123	6.000000
Anogam_AGAP028463-RA	330	135.730	785.712366	2693.000000
Anogam_AGAP007031-RA	2217	1973.906	0.521616	26.000000
Anogam_AGAP007032-RA	6114	5870.906	1.747022	259.000000
Anogam_AGAP007033-RA	2193	1949.906	65.765903	3238.252251
Anogam_AGAP007034-RA	1251	1007.906	0.000000	0.000000
Anogam_AGAP007035-RA	1665	1421.906	6.557846	235.466058
Anogam_AGAP007036-RA	1287	1043.906	3.311049	87.281691
Anogam_AGAP007037-RA	1470	1226.906	16.913124	524.000000
Anogam_AGAP007038-RA	1323	1079.906	2.383588	65.000000
Anogam_AGAP007039-RA	1653	1409.906	46.850012	1668.000000
Anogam_AGAP007040-RA	453	231.310	0.000000	0.000000
Anogam_AGAP007041-RA	1113	869.906	0.500754	11.000000
Anogam_AGAP007042-RA	453	231.310	0.000000	0.000000
Anogam_AGAP007043-RB	1728	1484.906	45.470448	1705.000000
Anogam_AGAP007044-RA	1002	758.906	0.834903	16.000000
Anogam_AGAP007045-RA	1716	1472.906	10.378058	386.000000
Anogam_AGAP007046-RA	1653	1409.906	1.151589	41.000000
Anogam_AGAP007048-RA	2829	2585.906	0.336910	22.000000
Anogam_AGAP007049-RA	411	196.837	337.992469	1680.000000
Anogam_AGAP007050-RA	1959	1715.906	31.456193	1363.000000
Anogam_AGAP007051-RA	1302	1058.906	6.021051	161.000000
Anogam_AGAP007052-RA	1383	1139.906	20.357874	586.000000
Anogam_AGAP007053-RA	1263	1019.906	22.675484	584.000000
Anogam_AGAP007054-RA	1746	1502.906	16.099530	611.000000
Anogam_AGAP007055-RA	1758	1514.906	48.700226	1863.000000
Anogam_AGAP007056-RA	228	72.816	3.263093	6.000000
Anogam_AGAP007057-RA	1725	1481.906	7.722910	289.000000
Anogam_AGAP007058-RA	909	667.057	0.831130	14.000000
Anogam_AGAP007059-RA	3297	3053.906	0.051869	4.000000
Anogam_AGAP007060-RA	3558	3314.906	0.286711	24.000000
Anogam_AGAP007061-RA	3672	3428.906	0.000000	0.000000
Anogam_AGAP007062-RA	624	386.858	13.716941	134.000000
Anogam_AGAP007063-RA	1380	1136.906	4.075352	117.000000
Anogam_AGAP007064-RA	507	278.300	37.850551	266.000000
Anogam_AGAP007065-RA	2859	2615.906	6.539814	432.000000
Anogam_AGAP007066-RA	1143	899.906	6.864854	156.000000
Anogam_AGAP007068-RA	948	705.893	3.927017	70.000000
Anogam_AGAP007069-RA	2127	1883.906	12.822550	610.000000
Anogam_AGAP007070-RA	2004	1760.906	0.000000	0.000000
Anogam_AGAP007071-RA	1998	1754.906	0.000000	0.000000
Anogam_AGAP007072-RA	1998	1754.906	0.000000	0.000000
Anogam_AGAP007073-RA	1992	1748.906	0.000000	0.000000
Anogam_AGAP007074-RA	1992	1748.906	0.000000	0.000000
Anogam_AGAP007075-RA	1956	1712.906	7.791125	337.000000
Anogam_AGAP007076-RA	1320	1076.906	18.018645	490.000000
Anogam_AGAP007077-RA	2106	1862.906	0.170060	8.000000
Anogam_AGAP007078-RA	2133	1889.906	7.690059	367.000000
Anogam_AGAP007079-RA	2043	1799.906	25.169813	1144.000000
Anogam_AGAP007080-RA	2061	1817.906	4.378531	201.000000
Anogam_AGAP007081-RA	1569	1325.906	0.268803	9.000000
Anogam_AGAP007082-RA	552	319.185	186.102757	1500.000000
Anogam_AGAP007083-RA	2388	2144.906	3.138661	170.000000
Anogam_AGAP007084-RA	1446	1202.906	0.790102	24.000000
Anogam_AGAP007085-RA	1407	1163.906	19.631873	577.000000
Anogam_AGAP007086-RA	8886	8642.906	1.571586	343.000000
Anogam_AGAP007087-RA	78	18.335	7455.809445	3452.000000
Anogam_AGAP007088-RA	609	372.559	41.879871	394.000000
Anogam_AGAP007089-RA	2628	2384.906	1.610661	97.000000
Anogam_AGAP007090-RA	1131	887.906	0.000000	0.000000
Anogam_AGAP007091-RA	366	161.885	5.137093	21.000000
Anogam_AGAP007092-RA	5418	5174.906	0.352013	46.000000
Anogam_AGAP007093-RA	1752	1508.906	7.952144	303.000000
Anogam_AGAP007094-RA	1362	1118.906	0.247747	7.000000
Anogam_AGAP007095-RA	1770	1526.906	0.181547	7.000000
Anogam_AGAP007096-RA	663	424.411	14.742592	158.000000
Anogam_AGAP007097-RA	1068	824.906	10.561415	220.000000
Anogam_AGAP007098-RA	999	755.906	10.949200	209.000000
Anogam_AGAP007099-RA	5892	5648.906	0.000000	0.000000
Anogam_AGAP007100-RA	4515	4271.906	0.009270	1.000000
Anogam_AGAP007101-RA	1971	1727.906	0.000000	0.000000
Anogam_AGAP007102-RA	1581	1337.906	15.273126	516.000000
Anogam_AGAP007103-RD	3063	2819.906	21.654766	1542.000000
Anogam_AGAP007104-RA	1332	1088.906	144.815389	3982.000000
Anogam_AGAP007105-RA	2685	2441.906	0.032434	2.000000
Anogam_AGAP007106-RA	4158	3914.906	5.381385	532.000000
Anogam_AGAP007107-RA	1056	812.906	284.885887	5848.000000
Anogam_AGAP007108-RA	2640	2396.906	1.321730	80.000000
Anogam_AGAP007109-RA	1437	1193.906	0.133386	4.021403
Anogam_AGAP007110-RA	1683	1439.906	0.467540	17.000000
Anogam_AGAP007111-RA	687	447.712	26.446962	299.000000
Anogam_AGAP007112-RA	1932	1688.906	7.081174	302.000000
Anogam_AGAP007113-RA	1218	974.906	31.196247	768.000000
Anogam_AGAP007114-RA	4218	3974.906	1.316281	132.120947
Anogam_AGAP007115-RA	1146	902.906	14.736713	336.000000
Anogam_AGAP007116-RA	387	177.954	26.036497	117.000000
Anogam_AGAP007117-RA	1359	1115.906	18.701948	527.000000
Anogam_AGAP007118-RA	6141	5897.906	2.900612	432.000000
Anogam_AGAP007119-RA	969	726.788	87.779226	1611.000000
Anogam_AGAP007120-RA	507	278.300	1238.396043	8703.000000
Anogam_AGAP007121-RA	387	177.954	263.035384	1182.000000
Anogam_AGAP007122-RA	1350	1106.906	1.395268	39.000000
Anogam_AGAP007123-RA	2694	2450.906	9.532990	590.000000
Anogam_AGAP007124-RA	930	687.947	0.460510	8.000000
Anogam_AGAP007125-RA	1377	1133.906	6.635603	190.000000
Anogam_AGAP007126-RA	2649	2405.906	5.415281	329.000000
Anogam_AGAP007127-RA	714	474.098	17.290449	207.000000
Anogam_AGAP007128-RA	2598	2354.906	1.513466	90.000000
Anogam_AGAP007129-RA	5121	4877.906	2.370572	292.000000
Anogam_AGAP007130-RA	3141	2897.906	4.017601	294.000000
Anogam_AGAP007131-RA	1317	1073.906	101.112543	2742.000000
Anogam_AGAP007133-RA	6495	6251.906	0.513070	81.000000
Anogam_AGAP007134-RA	1302	1058.906	0.037398	1.000000
Anogam_AGAP007135-RA	4056	3812.906	0.488141	47.000000
Anogam_AGAP007136-RA	1509	1265.906	0.500521	16.000000
Anogam_AGAP007137-RA	2529	2285.906	1.697741	98.000000
Anogam_AGAP007138-RA	1323	1079.906	0.880094	24.000000
Anogam_AGAP007139-RA	1677	1433.906	0.800905	29.000000
Anogam_AGAP007140-RA	1662	1418.906	7.005254	251.000000
Anogam_AGAP007141-RA	765	524.258	0.151074	2.000000
Anogam_AGAP007142-RA	756	515.384	1.075724	14.000000
Anogam_AGAP007143-RA	5304	5060.906	10.336614	1321.000000
Anogam_AGAP007144-RA	1338	1094.906	187.351327	5180.000000
Anogam_AGAP007145-RA	2193	1949.906	1.604417	79.000000
Anogam_AGAP007146-RA	510	280.988	83.151021	590.000000
Anogam_AGAP007147-RA	489	262.387	22.940579	152.000000
Anogam_AGAP007148-RA	342	144.281	3.293626	12.000000
Anogam_AGAP007149-RA	249	84.275	5.168865	11.000000
Anogam_AGAP007150-RA	258	89.429	0.000000	0.000000
Anogam_AGAP007151-RA	429	211.384	0.562021	3.000000
Anogam_AGAP007152-RA	255	87.686	0.903240	2.000000
Anogam_AGAP007153-RA	288	107.610	0.000000	0.000000
Anogam_AGAP007154-RA	438	218.767	0.181018	1.000000
Anogam_AGAP007155-RA	354	152.912	0.258978	1.000000
Anogam_AGAP007156-RA	285	105.730	59.927386	160.000000
Anogam_AGAP007157-RA	255	87.686	1086.597587	2406.000000
Anogam_AGAP007158-RA	624	386.858	9639.403229	94166.769457
Anogam_AGAP007160-RC	555	321.961	12.299883	100.000000
Anogam_AGAP007161-RA	621	384.003	1.650301	16.002713
Anogam_AGAP007162-RB	579	344.253	26.919066	234.010079
Anogam_AGAP007163-RA	2877	2633.906	18.944103	1260.000000
Anogam_AGAP007164-RA	3978	3734.906	0.561953	53.000000
Anogam_AGAP007165-RA	828	586.620	3.915390	58.000000
Anogam_AGAP007166-RA	2358	2114.906	0.617912	33.000000
Anogam_AGAP007167-RA	381	173.298	40.674416	177.996839
Anogam_AGAP007168-RA	1572	1328.906	6.824095	229.000000
Anogam_AGAP007169-RB	1326	1082.906	19.966674	546.000000
Anogam_AGAP007170-RA	732	491.759	3.543266	44.000000
Anogam_AGAP007171-RA	711	471.166	0.420242	5.000000
Anogam_AGAP007172-RA	765	524.258	525.132166	6952.000000
Anogam_AGAP007173-RA	768	527.213	6.985556	93.000000
Anogam_AGAP007174-RA	2403	2159.906	9.057240	494.000000
Anogam_AGAP007175-RA	1407	1163.906	91.320534	2684.000000
Anogam_AGAP007176-RA	1356	1112.906	12.596463	354.000000
Anogam_AGAP007177-RA	1164	920.906	2.408112	56.000000
Anogam_AGAP007178-RA	1470	1226.906	6.035790	187.000000
Anogam_AGAP007180-RA	6987	6743.906	0.388825	66.215901
Anogam_AGAP007181-RB	3633	3389.906	5.782575	495.000000
Anogam_AGAP007182-RA	1299	1055.906	0.825090	22.000000
Anogam_AGAP007184-RA	462	238.944	1.325861	8.000000
Anogam_AGAP007185-RA	1668	1424.906	0.528045	19.000000
Anogam_AGAP007186-RA	6477	6233.906	0.882995	139.000000
Anogam_AGAP007187-RA	267	94.748	0.000000	0.000000
Anogam_AGAP007188-RA	267	94.748	0.000000	0.000000
Anogam_AGAP007189-RA	267	94.748	0.000000	0.000000
Anogam_AGAP007190-RA	267	94.748	0.000000	0.000000
Anogam_AGAP007191-RA	258	89.429	0.000000	0.000000
Anogam_AGAP007192-RA	258	89.429	0.000000	0.000000
Anogam_AGAP007193-RA	258	89.429	0.000000	0.000000
Anogam_AGAP007194-RA	228	72.816	0.000000	0.000000
Anogam_AGAP007195-RA	252	85.980	0.000000	0.000000
Anogam_AGAP007196-RA	285	105.730	0.749092	2.000000
Anogam_AGAP007197-RA	483	257.128	0.154012	1.000000
Anogam_AGAP007198-RA	5211	4967.906	3.140701	394.000000
Anogam_AGAP007199-RA	204	60.869	0.000000	0.000000
Anogam_AGAP007200-RA	207	62.274	0.000000	0.000000
Anogam_AGAP007201-RA	417	201.647	158.091260	805.000000
Anogam_AGAP007202-RA	726	485.866	23.229076	285.000000
Anogam_AGAP007204-RA	2922	2678.906	15.979824	1081.000000
Anogam_AGAP007205-RA	1155	911.906	6.123122	141.000000
Anogam_AGAP007206-RA	1185	941.906	12.360716	294.000000
Anogam_AGAP007203-RA	4575	4331.906	3.880688	424.506179
Anogam_AGAP007207-RA	3807	3563.906	1.394440	125.493821
Anogam_AGAP007208-RA	501	272.954	257.956173	1778.000000
Anogam_AGAP028464-RA	324	131.525	66.842049	222.000000
Anogam_AGAP007209-RE	690	450.631	797.497564	9075.000000
Anogam_AGAP007210-RA	858	616.398	9.251340	144.000000
Anogam_AGAP007211-RA	1245	1001.906	3.754918	95.000000
Anogam_AGAP007212-RA	3867	3623.906	1.671931	153.000000
Anogam_AGAP007213-RA	378	170.997	54.423171	235.000000
Anogam_AGAP007214-RA	1365	1121.906	122.518589	3471.000000
Anogam_AGAP007215-RA	1656	1412.906	10.062016	359.000000
Anogam_AGAP007216-RA	4275	4031.906	2.484928	253.000000
Anogam_AGAP007217-RA	1515	1271.906	11.021789	354.000000
Anogam_AGAP007218-RA	972	729.772	38.636409	712.000000
Anogam_AGAP007219-RA	873	631.294	7.464820	119.000000
Anogam_AGAP029058-RA	1461	1217.906	0.000000	0.000000
Anogam_AGAP007220-RA	423	206.467	59.074977	308.000000
Anogam_AGAP007221-RA	3594	3350.906	5.069893	429.000000
Anogam_AGAP007223-RA	264	92.923	0.000000	0.000000
Anogam_AGAP007224-RA	324	131.525	0.000000	0.000000
Anogam_AGAP007225-RA	252	85.980	0.000060	0.000130
Anogam_AGAP007226-RA	198	58.039	0.000000	0.000000
Anogam_AGAP007227-RA	198	58.039	0.000000	0.000000
Anogam_AGAP007228-RA	222	69.705	0.000000	0.000000
Anogam_AGAP007229-RA	273	98.380	1.207540	2.999870
Anogam_AGAP007230-RA	264	92.923	0.426166	1.000000
Anogam_AGAP007231-RA	198	58.039	0.000000	0.000000
Anogam_AGAP007232-RA	255	87.686	0.000000	0.000000
Anogam_AGAP007233-RA	282	103.886	0.000000	0.000000
Anogam_AGAP007234-RA	252	85.980	0.000000	0.000000
Anogam_AGAP007235-RA	198	58.039	0.000000	0.000000
Anogam_AGAP007236-RA	198	58.039	0.000000	0.000000
Anogam_AGAP007237-RA	4545	4301.906	3.212686	349.000000
Anogam_AGAP007238-RA	432	213.851	117.588936	635.000000
Anogam_AGAP007239-RA	2052	1808.906	2.189212	100.000000
Anogam_AGAP007240-RA	789	547.993	137.231540	1899.000000
Anogam_AGAP007241-RA	681	441.871	11.112969	124.000000
Anogam_AGAP007242-RA	696	456.483	40.166102	463.000000
Anogam_AGAP007243-RA	1212	968.906	54.481916	1333.000000
Anogam_AGAP007244-RA	1287	1043.906	11.759914	310.000000
Anogam_AGAP007245-RA	291	109.511	17.719141	49.000000
Anogam_AGAP007246-RA	381	173.298	27.649954	121.000000
Anogam_AGAP007248-RA	561	327.503	115.355173	954.000000
Anogam_AGAP007247-RC	573	338.658	18.475631	158.000000
Anogam_AGAP007249-RA	426	208.916	0.758214	4.000000
Anogam_AGAP007250-RA	864	622.351	15.525949	244.000000
Anogam_AGAP007251-RA	942	699.911	8.543545	151.000000
Anogam_AGAP007252-RA	918	676.008	2.753275	47.000000
Anogam_AGAP007253-RA	2553	2309.906	30.859009	1800.000000
Anogam_AGAP007254-RA	1572	1328.906	4.469931	150.000000
Anogam_AGAP007255-RA	915	673.023	5.295613	90.000000
Anogam_AGAP007256-RA	3516	3272.906	4.113856	340.000000
Anogam_AGAP007257-RA	1197	953.906	10.254046	247.000000
Anogam_AGAP007258-RA	2706	2462.906	25.677979	1597.000000
Anogam_AGAP007259-RA	579	344.253	171.745447	1493.000000
Anogam_AGAP007262-RA	951	708.874	3.631182	65.000000
Anogam_AGAP007263-RA	1500	1256.906	0.063013	2.000000
Anogam_AGAP007264-RA	951	708.874	338.482056	6059.000000
Anogam_AGAP007265-RA	231	74.416	12.771750	24.000000
Anogam_AGAP007266-RA	909	667.057	2.196558	37.000000
Anogam_AGAP007269-RA	1467	1223.906	0.000000	0.000000
Anogam_AGAP007270-RA	1467	1223.906	0.000000	0.000000
Anogam_AGAP007271-RA	1500	1256.906	0.000000	0.000000
Anogam_AGAP007272-RA	1548	1304.906	0.000000	0.000000
Anogam_AGAP007273-RA	1524	1280.906	0.000000	0.000000
Anogam_AGAP007274-RA	1518	1274.906	0.000000	0.000000
Anogam_AGAP007275-RA	1524	1280.906	0.000000	0.000000
Anogam_AGAP028465-RA	1317	1073.906	0.000000	0.000000
Anogam_AGAP007276-RA	1524	1280.906	0.000000	0.000000
Anogam_AGAP007279-RA	2823	2579.906	1.534970	100.000000
Anogam_AGAP007280-RA	6828	6584.906	0.192444	32.000000
Anogam_AGAP007281-RA	597	361.188	0.109640	1.000000
Anogam_AGAP007282-RA	615	378.277	0.209374	2.000000
Anogam_AGAP007283-RA	639	401.238	0.197393	2.000000
Anogam_AGAP007284-RA	1386	1142.906	59.458043	1716.000000
