Name	Length	EffectiveLength	TPM	NumReads
Anogam_AGAP004741-RA	948	705.893	0.000000	0.000000
Anogam_AGAP004742-RA	3591	3347.906	47.160319	3987.000000
Anogam_AGAP004743-RA	618	381.142	270.867995	2607.000000
Anogam_AGAP004744-RA	1341	1097.906	149.760070	4152.000000
Anogam_AGAP004745-RA	3246	3002.906	24.673787	1871.000000
Anogam_AGAP004746-RA	2184	1940.906	33.808180	1657.000000
Anogam_AGAP004747-RA	2946	2702.906	14.387466	982.000000
Anogam_AGAP004748-RA	141	35.937	371.353573	337.000000
Anogam_AGAP004749-RB	1194	950.906	23.487965	564.000000
Anogam_AGAP004750-RA	3432	3188.906	72.324160	5824.000000
Anogam_AGAP004751-RA	3768	3524.906	4.381480	390.000000
Anogam_AGAP004752-RA	708	468.218	26.219077	310.000000
Anogam_AGAP004753-RA	1167	923.906	15.344725	358.000000
Anogam_AGAP004754-RA	1293	1049.906	53.220684	1411.000000
Anogam_AGAP004755-RA	1191	947.906	10.486060	251.000000
Anogam_AGAP004756-RA	1233	989.906	42.244855	1056.000000
Anogam_AGAP013546-RA	315	125.403	128.210294	406.000000
Anogam_AGAP004757-RA	1029	785.906	59.660241	1184.000000
Anogam_AGAP004758-RC	1356	1112.906	110.912927	3117.000000
Anogam_AGAP004759-RA	687	447.712	17.690276	200.000000
Anogam_AGAP004760-RA	1152	908.906	0.130709	3.000000
Anogam_AGAP004761-RA	2649	2405.906	1.415545	86.000000
Anogam_AGAP004762-RA	927	684.959	48.390966	837.000000
Anogam_AGAP004763-RA	969	726.788	1.743597	32.000000
Anogam_AGAP004764-RA	1506	1262.906	12.762249	407.000000
Anogam_AGAP004765-RA	2187	1943.906	24.670200	1211.000000
Anogam_AGAP028129-RA	405	192.061	70.722712	343.000000
Anogam_AGAP004766-RB	1035	791.906	56.507841	1130.000000
Anogam_AGAP004767-RA	1746	1502.906	2.107958	80.000000
Anogam_AGAP004768-RB	1470	1226.906	7.681915	238.000000
Anogam_AGAP004769-RA	549	316.416	62.577143	500.000000
Anogam_AGAP004770-RA	780	539.088	1.322260	18.000000
Anogam_AGAP004771-RA	1089	845.906	1.263996	27.000000
Anogam_AGAP004772-RA	2349	2105.906	8.424474	448.000000
Anogam_AGAP004773-RA	1134	890.906	81.673657	1837.426621
Anogam_AGAP004774-RA	4617	4373.906	21.339973	2357.000000
Anogam_AGAP004775-RB	1440	1196.906	60.348798	1824.000000
Anogam_AGAP004776-RA	1785	1541.906	12.199429	475.000000
Anogam_AGAP004777-RA	2115	1871.906	2.834814	134.000000
Anogam_AGAP004778-RA	318	127.456	776.130821	2498.000000
Anogam_AGAP004780-RA	3765	3521.906	5.532114	492.000000
Anogam_AGAP004781-RA	927	684.959	36.481122	631.000000
Anogam_AGAP004782-RA	3504	3260.906	5.938467	489.000000
Anogam_AGAP004783-RA	1521	1277.906	1.828340	59.000000
Anogam_AGAP004784-RA	1482	1238.906	23.845383	746.000000
Anogam_AGAP004785-RA	861	619.375	28.771511	450.000000
Anogam_AGAP004786-RA	1194	950.906	40.544782	973.573379
Anogam_AGAP004787-RA	1509	1265.906	70.354491	2249.000000
Anogam_AGAP004788-RA	153	40.054	1.175782	1.189233
Anogam_AGAP004789-RA	975	732.751	14.753997	273.000000
Anogam_AGAP004790-RA	153	40.054	2161.086545	2185.810767
Anogam_AGAP004791-RA	975	732.751	0.000000	0.000000
Anogam_AGAP004792-RB	1422	1178.906	16.426064	489.000000
Anogam_AGAP004793-RA	1461	1217.906	13.257682	407.734576
Anogam_AGAP004794-RA	1197	953.906	174.567861	4205.000000
Anogam_AGAP004795-RA	1920	1676.906	45.270698	1917.000000
Anogam_AGAP004797-RA	789	547.993	39.745838	550.000000
Anogam_AGAP004798-RA	2859	2615.906	14.911381	985.000000
Anogam_AGAP004799-RA	516	286.319	48.131915	348.000000
Anogam_AGAP004800-RA	2949	2705.906	3.117243	213.000000
Anogam_AGAP004801-RC	3540	3296.906	9.441038	786.000000
Anogam_AGAP004802-RA	1146	902.906	78.771238	1796.000000
Anogam_AGAP004803-RA	1620	1376.906	20.621425	717.000000
Anogam_AGAP004804-RA	591	355.533	18.489806	166.000000
Anogam_AGAP004805-RA	3471	3227.906	3.729550	304.000000
Anogam_AGAP004806-RA	438	218.767	149.701823	827.000000
Anogam_AGAP004807-RA	432	213.851	180.506667	974.766312
Anogam_AGAP004808-RA	2604	2360.906	16.370988	976.000000
Anogam_AGAP004809-RA	3063	2819.906	44.390867	3161.000000
Anogam_AGAP004810-RA	579	344.253	60.967908	530.000000
Anogam_AGAP004811-RA	582	347.068	17.001040	149.000000
Anogam_AGAP004812-RA	2682	2438.906	30.947930	1906.000000
Anogam_AGAP004813-RA	192	55.293	0.000000	0.000000
Anogam_AGAP004814-RA	192	55.293	5.729632	8.000000
Anogam_AGAP004815-RA	195	56.673	9.782592	14.000000
Anogam_AGAP004816-RA	750	509.475	10.716953	137.876459
Anogam_AGAP004817-RA	3750	3506.906	20.698653	1833.000000
Anogam_AGAP004818-RA	414	199.235	76.524012	385.000000
Anogam_AGAP004819-RC	546	313.640	758.706911	6009.000000
Anogam_AGAP004820-RA	1104	860.906	26.725404	581.000000
Anogam_AGAP004823-RA	1770	1526.906	1.193024	46.000000
Anogam_AGAP004824-RA	2496	2252.906	3.919815	223.000000
Anogam_AGAP004825-RA	2874	2630.906	8.925923	593.000000
Anogam_AGAP004826-RA	537	305.382	7.002506	54.000000
Anogam_AGAP004827-RA	5568	5324.906	0.520583	70.000000
Anogam_AGAP004828-RA	1305	1061.906	16.035638	430.000000
Anogam_AGAP004829-RA	1425	1181.906	0.737129	22.000000
Anogam_AGAP004830-RA	1527	1283.906	23.873251	774.000000
Anogam_AGAP004831-RA	867	625.330	0.000000	0.000000
Anogam_AGAP004832-RA	3111	2867.906	0.579947	42.000000
Anogam_AGAP004833-RA	2862	2618.906	4.829546	319.390832
Anogam_AGAP004834-RB	1332	1088.906	8.764568	241.000000
Anogam_AGAP004835-RA	3111	2867.906	1.201318	87.000000
Anogam_AGAP004836-RA	174	47.787	674.553679	814.000000
Anogam_AGAP004837-RA	867	625.330	200.875706	3172.000000
Anogam_AGAP004838-RA	408	194.437	82.123787	403.221655
Anogam_AGAP004839-RA	369	164.169	62.475896	259.000000
Anogam_AGAP004840-RA	831	589.593	9.000288	134.000000
Anogam_AGAP004841-RA	3717	3473.906	11.787080	1034.000000
Anogam_AGAP004842-RB	978	735.741	25.189800	468.000000
Anogam_AGAP004843-RA	1833	1589.906	5.355140	215.000000
Anogam_AGAP004844-RA	1194	950.906	14.534219	349.000000
Anogam_AGAP004845-RA	1596	1352.906	18.704110	639.000000
Anogam_AGAP004846-RC	1569	1325.906	37.094770	1242.000000
Anogam_AGAP004847-RA	1545	1301.906	25.763663	847.000000
Anogam_AGAP004848-RA	1557	1313.906	21.821173	724.000000
Anogam_AGAP004849-RA	855	613.423	56.939337	882.000000
Anogam_AGAP004850-RA	10632	10388.906	1.345577	353.000000
Anogam_AGAP004851-RA	825	583.645	1.113165	16.406063
Anogam_AGAP004852-RB	2151	1907.906	55.937826	2695.000000
Anogam_AGAP004853-RA	2025	1781.906	19.245841	866.000000
Anogam_AGAP004854-RA	4485	4241.906	19.772822	2118.000000
Anogam_AGAP004855-RA	1233	989.906	176.340267	4408.000000
Anogam_AGAP004856-RA	1143	899.906	2.112263	48.000000
Anogam_AGAP029106-RA	2835	2591.906	27.211246	1781.000000
Anogam_AGAP004859-RA	795	553.933	89.791615	1256.000000
Anogam_AGAP004860-RA	2748	2504.906	81.228126	5138.000000
Anogam_AGAP004861-RA	810	568.782	56.256057	808.000000
Anogam_AGAP004862-RA	4356	4112.906	20.075252	2085.000000
Anogam_AGAP004863-RA	3693	3449.906	1.354498	118.000000
Anogam_AGAP004864-RA	1809	1565.906	5.664820	224.000000
Anogam_AGAP004865-RA	636	398.352	23.162855	233.000000
Anogam_AGAP004866-RA	6330	6086.906	5.048575	776.000000
Anogam_AGAP004867-RA	357	155.146	227.680946	892.000000
Anogam_AGAP004868-RA	639	401.238	67.804502	687.000000
Anogam_AGAP004869-RA	480	254.496	8.402666	54.000000
Anogam_AGAP004870-RA	3987	3743.906	17.579634	1662.000000
Anogam_AGAP004871-RA	843	601.509	1.382550	21.000000
Anogam_AGAP004872-RA	1056	812.906	0.682011	14.000000
Anogam_AGAP004873-RA	4392	4148.906	0.687231	72.000000
Anogam_AGAP004874-RA	2775	2531.906	0.875879	56.000000
Anogam_AGAP004875-RA	261	91.153	0.000000	0.000000
Anogam_AGAP004876-RA	1164	920.906	0.000000	0.000000
Anogam_AGAP004877-RA	2649	2405.906	4.905027	298.000000
Anogam_AGAP004878-RA	843	601.509	0.921700	14.000000
Anogam_AGAP004879-RA	1137	893.906	0.398708	9.000000
Anogam_AGAP004880-RC	999	755.906	16.135664	308.000000
Anogam_AGAP004881-RA	2349	2105.906	6.393574	340.000000
Anogam_AGAP004882-RA	1812	1568.906	40.350565	1598.610778
Anogam_AGAP004883-RA	543	310.879	13.120482	103.000000
Anogam_AGAP004884-RA	2406	2162.906	17.942882	980.000000
Anogam_AGAP004885-RA	429	211.384	136.383651	728.000000
Anogam_AGAP004886-RA	1137	893.906	214.726205	4847.000000
Anogam_AGAP004887-RA	396	184.957	1201.358462	5611.000000
Anogam_AGAP004888-RA	2421	2177.906	33.565749	1846.000000
Anogam_AGAP004889-RA	579	344.253	63.498651	552.000000
Anogam_AGAP004890-RA	1317	1073.906	80.425403	2181.000000
Anogam_AGAP004891-RA	897	655.131	13.721495	227.000000
Anogam_AGAP004892-RA	9762	9518.906	0.753000	181.000000
Anogam_AGAP004893-RA	852	610.449	0.129743	2.000000
Anogam_AGAP004894-RA	165	44.456	0.000000	0.000000
Anogam_AGAP004895-RA	930	687.947	2.187421	38.000000
Anogam_AGAP004896-RA	1038	794.906	6.725459	135.000000
Anogam_AGAP004897-RA	414	199.235	0.000000	0.000000
Anogam_AGAP004899-RA	1701	1457.906	0.000000	0.000000
Anogam_AGAP028438-RA	645	407.016	477.136997	4904.000000
Anogam_AGAP004900-RA	780	539.088	140.379896	1911.000000
Anogam_AGAP004901-RA	624	386.858	27.638613	270.000000
Anogam_AGAP004902-RA	5625	5381.906	0.397339	54.000000
Anogam_AGAP004903-RA	723	482.917	72.982908	890.000000
Anogam_AGAP004904-RA	1515	1271.906	101.873706	3272.000000
Anogam_AGAP004905-RA	1674	1430.906	4.870857	176.000000
Anogam_AGAP004906-RA	357	155.146	117.924436	462.000000
Anogam_AGAP004907-RA	429	211.384	2.997443	16.000000
Anogam_AGAP004908-RA	1410	1166.906	0.067873	2.000000
Anogam_AGAP004909-RA	1404	1160.906	8.562104	251.000000
Anogam_AGAP004910-RA	978	735.741	12.971671	241.000000
Anogam_AGAP004911-RA	528	297.178	193.088314	1449.000000
Anogam_AGAP004912-RB	2118	1874.906	55.317149	2619.000000
Anogam_AGAP004913-RA	969	726.788	0.871799	16.000000
Anogam_AGAP004914-RA	1326	1082.906	235.358087	6436.000000
Anogam_AGAP004915-RA	1377	1133.906	5.308482	152.000000
Anogam_AGAP004916-RA	930	687.947	48.496833	842.489677
Anogam_AGAP004917-RA	897	655.131	5.110308	84.541794
Anogam_AGAP004918-RA	918	676.008	308.687894	5269.482113
Anogam_AGAP028439-RA	1098	854.906	4.840000	104.486417
Anogam_AGAP004919-RA	615	378.277	287.575859	2747.000000
Anogam_AGAP004920-RA	930	687.947	24.637269	428.000000
Anogam_AGAP004921-RA	876	634.271	49.859329	798.578356
Anogam_AGAP004922-RA	585	349.892	9.894371	87.421644
Anogam_AGAP004923-RA	3006	2762.906	0.229328	16.000000
Anogam_AGAP004928-RA	381	173.298	279.470196	1223.000000
Anogam_AGAP004929-RA	543	310.879	130.695287	1026.000000
Anogam_AGAP004930-RA	993	750.685	3.006911	57.000000
Anogam_AGAP004931-RA	909	667.057	8.354394	140.725879
Anogam_AGAP028394-RA	666	427.319	5.375014	58.000000
Anogam_AGAP004932-RA	2724	2480.906	5.890061	369.000000
Anogam_AGAP004933-RA	1251	1007.906	29.506912	751.000000
Anogam_AGAP004934-RA	4044	3800.906	1.218997	117.000000
Anogam_AGAP004935-RA	2667	2423.906	3.953697	242.000000
Anogam_AGAP004936-RA	351	150.716	1596.741055	6077.000000
Anogam_AGAP004937-RA	2880	2636.906	71.740493	4777.000000
Anogam_AGAP004938-RA	951	708.874	40.836835	731.000000
Anogam_AGAP004940-RA	1146	902.906	120.174384	2740.000000
Anogam_AGAP004941-RA	969	726.788	12.368643	227.000000
Anogam_AGAP004942-RA	1149	905.906	42.708597	977.000000
Anogam_AGAP004943-RC	1506	1262.906	1.285632	41.000000
Anogam_AGAP004944-RA	1944	1700.906	0.535490	23.000000
Anogam_AGAP004945-RA	1563	1319.906	16.741525	558.000000
Anogam_AGAP004946-RA	3366	3122.906	5.592209	441.000000
Anogam_AGAP004947-RA	738	497.665	257.260155	3233.000000
Anogam_AGAP004948-RA	1200	956.906	74.119107	1791.000000
Anogam_AGAP004949-RA	321	129.488	43.427333	142.000000
Anogam_AGAP004950-RA	1065	821.906	14.020863	291.000000
Anogam_AGAP004951-RA	1155	911.906	0.000000	0.000000
Anogam_AGAP004952-RA	1038	794.906	20.624739	414.000000
Anogam_AGAP004953-RA	1461	1217.906	24.028934	739.000000
Anogam_AGAP004954-RA	798	556.906	23.963580	337.000000
Anogam_AGAP004955-RA	765	524.258	7.176001	95.000000
Anogam_AGAP004956-RA	2631	2387.906	3.034853	183.000000
Anogam_AGAP004957-RA	2628	2384.906	1.776709	107.000000
Anogam_AGAP004958-RA	2715	2471.906	7.753846	484.000000
Anogam_AGAP004959-RA	849	607.471	24.185322	371.000000
Anogam_AGAP004960-RA	780	539.088	153.602493	2091.000000
Anogam_AGAP004961-RA	2811	2567.906	0.185057	12.000000
Anogam_AGAP004962-RA	1395	1151.906	102.003028	2967.059556
Anogam_AGAP004963-RA	1395	1151.906	200.183901	5822.940444
Anogam_AGAP004964-RA	465	241.504	44.596215	271.968273
Anogam_AGAP004965-RB	669	430.229	11.689814	127.000000
Anogam_AGAP028425-RA	2622	2378.906	23.388524	1405.000000
Anogam_AGAP004968-RA	1026	782.906	0.303491	6.000000
Anogam_AGAP004969-RA	1446	1202.906	0.000000	0.000000
Anogam_AGAP004971-RA	1131	887.906	0.000000	0.000000
Anogam_AGAP004970-RA	1284	1040.906	3.728365	98.000000
Anogam_AGAP004972-RA	1011	767.906	9.401044	182.297298
Anogam_AGAP004973-RA	1011	767.906	0.397227	7.702702
Anogam_AGAP004974-RA	1119	875.906	0.000000	0.000000
Anogam_AGAP004975-RA	2061	1817.906	0.000000	0.000000
Anogam_AGAP004976-RA	2103	1859.906	0.255502	12.000000
Anogam_AGAP004977-RA	2064	1820.906	263.888372	12134.000000
Anogam_AGAP004978-RA	2058	1814.906	17.892190	820.000000
Anogam_AGAP004979-RA	300	115.332	0.180485	0.525640
Anogam_AGAP004980-RA	2091	1847.906	0.160176	7.474360
Anogam_AGAP004981-RA	2055	1811.906	10.115560	462.830322
Anogam_AGAP004982-RA	1743	1499.906	1.399315	53.000000
Anogam_AGAP004983-RA	678	438.956	5.142304	57.000000
Anogam_AGAP004984-RA	1041	797.906	6.104601	123.000000
Anogam_AGAP004985-RA	729	488.815	18.066102	223.000000
Anogam_AGAP004986-RA	492	265.021	60.517154	405.000000
Anogam_AGAP004987-RA	621	384.003	0.000000	0.000000
Anogam_AGAP004988-RA	807	565.813	0.209967	3.000000
Anogam_AGAP004989-RA	5190	4946.906	2.417559	302.000000
Anogam_AGAP004990-RA	444	223.753	319.279156	1804.000000
Anogam_AGAP004991-RA	696	456.483	190.680546	2198.000000
Anogam_AGAP004992-RA	1176	932.906	29.629301	698.000000
Anogam_AGAP004993-RA	11115	10871.906	2.779218	763.000000
Anogam_AGAP004994-RA	219	68.158	0.000000	0.000000
Anogam_AGAP004995-RA	1764	1520.906	0.312452	12.000000
Anogam_AGAP004996-RA	1272	1028.906	0.346394	9.000000
Anogam_AGAP004997-RA	1311	1067.906	1.186645	32.000000
Anogam_AGAP004998-RA	885	643.208	0.000000	0.000000
Anogam_AGAP004999-RA	855	613.423	0.129114	2.000000
Anogam_AGAP005000-RA	855	613.423	0.000000	0.000000
Anogam_AGAP005001-RA	1383	1139.906	0.069481	2.000000
Anogam_AGAP005002-RA	1509	1265.906	0.031283	1.000000
Anogam_AGAP005003-RA	2442	2198.906	9.310814	517.000000
Anogam_AGAP005004-RA	1401	1157.906	24.179647	707.000000
Anogam_AGAP005005-RA	1251	1007.906	55.045518	1401.000000
Anogam_AGAP005006-RA	3309	3065.906	1.459565	113.000000
Anogam_AGAP005007-RA	1602	1358.906	7.839109	269.000000
Anogam_AGAP005008-RA	1743	1499.906	9.451980	358.000000
Anogam_AGAP005009-RA	816	574.730	71.797184	1042.000000
Anogam_AGAP005010-RA	2391	2147.906	1.235274	67.000000
Anogam_AGAP005011-RA	1728	1484.906	8.374030	314.000000
Anogam_AGAP005012-RA	1434	1190.906	4.668430	140.392676
Anogam_AGAP005013-RA	1434	1190.906	4.274597	128.549041
Anogam_AGAP005014-RA	2082	1838.906	60.900893	2828.000000
Anogam_AGAP005015-RA	1344	1100.906	14.568292	405.000000
Anogam_AGAP005017-RA	2382	2138.906	0.388805	21.000000
Anogam_AGAP005018-RA	798	556.906	24.034689	338.000000
Anogam_AGAP005019-RA	483	257.128	41.737199	271.000000
Anogam_AGAP005020-RA	2442	2198.906	1.368708	76.000000
Anogam_AGAP005021-RA	3273	3029.906	6.613405	506.000000
Anogam_AGAP005022-RA	912	670.040	1.241145	21.000000
Anogam_AGAP005023-RA	312	123.368	4.065963	12.666667
Anogam_AGAP005024-RA	411	196.837	12.535435	62.307692
Anogam_AGAP005025-RA	411	196.837	2.553515	12.692308
Anogam_AGAP005026-RA	312	123.368	2.032981	6.333333
Anogam_AGAP005027-RA	912	670.040	3.723435	63.000000
Anogam_AGAP005028-RA	348	148.551	10.266501	38.511743
Anogam_AGAP005029-RB	1107	863.906	41.484511	905.000000
Anogam_AGAP005030-RA	7164	6920.906	1.158249	202.423530
Anogam_AGAP005031-RA	1923	1679.906	25.506219	1082.000000
Anogam_AGAP005032-RA	1908	1664.906	72.783931	3060.000000
Anogam_AGAP005033-RA	8841	8597.906	0.806026	175.000000
Anogam_AGAP005034-RA	3156	2912.906	2.474279	182.000000
Anogam_AGAP005035-RA	4827	4583.906	3.412441	395.000000
Anogam_AGAP005036-RA	1155	911.906	3.300406	76.000000
Anogam_AGAP005037-RA	3309	3065.906	3.707036	287.000000
Anogam_AGAP005038-RA	1611	1367.906	4.284590	148.000000
Anogam_AGAP005039-RA	3093	2849.906	9.323860	671.000000
Anogam_AGAP005040-RA	1191	947.906	20.721456	496.000000
Anogam_AGAP005041-RA	792	550.961	4.887556	68.000000
Anogam_AGAP005042-RA	3711	3467.906	5.184326	454.000000
Anogam_AGAP005043-RA	2709	2465.906	12.221145	761.000000
Anogam_AGAP005044-RA	1116	872.906	12.521187	276.000000
Anogam_AGAP005045-RA	1389	1145.906	4.181578	121.000000
Anogam_AGAP005046-RB	444	223.753	552.013131	3119.000000
Anogam_AGAP005047-RA	1287	1043.906	0.493158	13.000000
Anogam_AGAP028210-RA	1938	1694.906	0.000000	0.000000
Anogam_AGAP005048-RA	2352	2108.906	6.177922	329.000000
Anogam_AGAP005049-RA	489	262.387	14.941562	99.000000
Anogam_AGAP005050-RA	672	433.132	10.396603	113.712483
Anogam_AGAP005051-RA	390	180.283	49.600633	225.807692
Anogam_AGAP005052-RA	1650	1406.906	39.856760	1416.000000
Anogam_AGAP005053-RA	2157	1913.906	21.622180	1045.000000
Anogam_AGAP005054-RB	1476	1232.906	9.186285	286.000000
Anogam_AGAP005055-RA	342	144.281	49.953333	182.000000
Anogam_AGAP005056-RA	777	536.116	18.154046	245.769965
Anogam_AGAP005057-RA	1473	1229.906	4.121373	128.000000
Anogam_AGAP028440-RA	2142	1898.906	0.271109	13.000000
Anogam_AGAP005058-RA	1377	1133.906	1.746211	50.000000
Anogam_AGAP005059-RA	711	471.166	1.162021	13.825610
Anogam_AGAP005060-RA	1689	1445.906	14.328813	523.174390
Anogam_AGAP005061-RB	588	352.708	156.737761	1396.000000
Anogam_AGAP005062-RA	1935	1691.906	4.845046	207.000000
Anogam_AGAP005063-RA	1914	1670.906	24.505994	1034.000000
Anogam_AGAP005064-RA	1428	1184.906	4.010525	120.000000
Anogam_AGAP005065-RA	741	500.613	0.000000	0.000000
Anogam_AGAP028441-RA	762	521.302	180.493277	2376.000000
Anogam_AGAP005066-RA	774	533.143	37.658940	507.000000
Anogam_AGAP005067-RA	375	168.721	0.000000	0.000000
Anogam_AGAP005068-RA	918	676.008	0.527223	9.000000
Anogam_AGAP005069-RA	1065	821.906	1.493631	31.000000
Anogam_AGAP028442-RA	387	177.954	684.515094	3076.000000
Anogam_AGAP005070-RA	1977	1733.906	7.285660	319.000000
Anogam_AGAP005071-RA	1032	788.906	59.031792	1176.000000
Anogam_AGAP005072-RA	2562	2318.906	1.161260	68.000000
Anogam_AGAP005073-RA	1953	1709.906	0.254756	11.000000
Anogam_AGAP005074-RA	1797	1553.906	0.076454	3.000000
Anogam_AGAP005075-RB	942	699.911	60.370611	1067.000000
Anogam_AGAP005076-RA	2067	1823.906	8.576270	395.000000
Anogam_AGAP005077-RA	1050	806.906	9.030229	184.000000
Anogam_AGAP005079-RK	1062	818.906	35.688328	738.000000
Anogam_AGAP005080-RA	687	447.712	88.009121	995.000000
Anogam_AGAP005081-RA	546	313.640	73.610606	583.000000
Anogam_AGAP005082-RA	9873	9629.906	5.329503	1296.000000
Anogam_AGAP005088-RA	1830	1586.906	23.282748	933.000000
Anogam_AGAP005092-RA	327	133.617	0.889938	3.002735
Anogam_AGAP005091-RC	1749	1505.906	78.286122	2977.000000
Anogam_AGAP005093-RA	5727	5483.906	3.986142	552.000000
Anogam_AGAP005094-RA	708	468.218	8.457767	100.000000
Anogam_AGAP005095-RA	1131	887.906	58.110382	1302.917269
Anogam_AGAP005096-RA	2697	2453.906	0.000000	0.000000
Anogam_AGAP005098-RA	180	50.148	1152.930324	1460.000000
Anogam_AGAP005099-RA	831	589.593	0.705274	10.500416
Anogam_AGAP005100-RA	678	438.956	79.029100	876.000000
Anogam_AGAP005101-RA	6285	6041.906	2.339904	357.000000
Anogam_AGAP005102-RA	1350	1106.906	11.734564	328.000000
Anogam_AGAP005103-RA	1134	890.906	78.720992	1771.000000
Anogam_AGAP005104-RA	777	536.116	9.528715	129.000000
Anogam_AGAP005105-RA	1044	800.906	75.898070	1535.000000
Anogam_AGAP005106-RA	1554	1310.906	9.364702	310.000000
Anogam_AGAP028443-RA	888	646.189	8.947406	146.000000
Anogam_AGAP005107-RA	315	125.403	26.210479	83.000000
Anogam_AGAP028444-RA	723	482.917	6.970278	85.000000
Anogam_AGAP005108-RA	1242	998.906	35.917611	906.000000
Anogam_AGAP005109-RA	369	164.169	345.426575	1432.000000
Anogam_AGAP005110-RA	1257	1013.906	97.761311	2503.000000
Anogam_AGAP005111-RA	3282	3038.906	9.317353	715.000000
Anogam_AGAP013744-RA	1335	1091.906	9.429571	260.000000
Anogam_AGAP005113-RA	993	750.685	3.903709	74.000000
Anogam_AGAP005114-RB	252	85.980	146.924969	319.000000
