UniqueCount	AmbigCount
2217	0
717	0
923	0
5	0
3	0
756	0
28	0
290	0
769	0
767	0
2121	0
0	0
189	0
24	0
965	0
62	0
611	0
4138	30
2653	0
18	0
0	0
2	0
23	9
244	0
1038	0
361	0
384	0
38	0
242	0
16	0
29	0
1525	0
408	0
448	0
0	0
363	0
661	0
360	0
635	0
144	0
36	0
0	0
35	0
747	0
0	0
0	0
3	0
43	0
45	0
668	0
167	0
115	0
0	0
2313	0
44	0
0	0
0	0
155	0
0	0
27	0
1892	0
6	0
2	0
67	0
629	0
153	0
2970	0
0	0
0	0
865	0
1996	0
1384	0
291	0
271	0
1462	0
336	0
784	0
13247	0
254	0
575	0
79	0
505	0
38	0
64	0
152	0
247	0
1868	0
131	0
24	0
48	0
365	0
8	0
95	0
333	0
40	0
1433	0
25	0
317	0
806	0
20	0
9	0
357	0
313	1471
315	0
4391	0
214	0
52	0
193	0
547	0
76	0
127	0
2	0
1820	0
136	0
227	1471
3446	0
0	80
51	102
835	80
0	102
224	0
60	0
618	0
249	0
284	0
1692	0
0	0
151	0
2583	0
939	0
35	0
35	0
1231	0
51	0
135	18
40	0
13	0
19	0
27	0
1121	0
0	0
0	0
4	0
23	134
2965	0
282	0
3121	0
222	0
194	0
91	0
15	0
60	0
102	0
11	0
34	0
660	0
0	0
8	0
140	95
17	0
41	0
734	0
1293	0
91	123
239	0
75	0
474	0
245	0
249	0
158	0
1348	0
189	0
492	0
1299	0
107	0
107	0
15	3
3173	0
443	0
917	0
766	0
81	0
0	0
28	0
0	0
79	0
0	0
25	0
110	0
205	0
908	0
722	0
1491	0
79	0
612	0
30	0
0	0
55	0
59	0
0	0
2	0
27	0
13	0
0	0
496	0
87	0
1412	180
499	0
685	0
403	0
5722	0
7584	0
19	0
759	0
2019	0
60	0
229	0
0	0
3	2
0	0
41	0
8	0
36	0
0	0
0	0
0	0
189	0
154	0
2421	0
139	0
334	0
35	0
0	0
126	0
90	0
60	0
1156	0
0	0
0	0
209	0
379	15
2480	16
6728	13
3024	9
4944	0
332	11
12	1
0	1
10	0
741	0
591	0
4	0
78	7
4	0
36	0
406	0
133	0
1249	0
89584	0
556	0
706	0
1267	0
0	0
1805	0
34	0
37	3
185	0
1199	0
12	0
1712	0
260	0
553	0
0	0
240	0
317	0
113	0
89	0
266	0
55	0
162	0
389	0
2190	0
0	0
27	156
41	156
104	20
36	0
472	0
37	0
1	0
0	0
55	0
0	0
0	0
0	0
201	11
19	0
101413	11
24791	0
0	1
14	5
5332	58
41	0
68	0
160	0
253	0
368	0
5	0
16	0
576	0
790	0
1832	0
322	0
16565	0
1	0
5	0
22	0
1	0
0	0
4	0
0	0
0	0
28	0
535	0
326	0
1080	0
176	0
683	1
288	0
202	0
1	0
44	0
158	64
100	83
154	0
282	0
4	0
316	0
45	0
9	0
824	0
3	71
0	5
0	0
0	0
0	5
18	71
1	2
399	0
425	10
360	0
590	0
418	0
48	0
267	0
40	0
94	0
9	0
733	0
75	0
2	0
715	0
83	0
521	0
35	0
3787	0
0	0
0	0
128	0
74	0
78	15
33	28
93	0
291	0
586	0
12	0
87	50
78	0
6	0
57	0
3	2
319	2
2478	1
615	0
223	0
223	0
11	0
0	0
0	0
0	0
27	0
11	0
0	0
84	0
551	0
0	0
33	0
4	0
454	0
606	0
107	0
459	0
536	0
470	0
1651	0
1659	0
0	0
3804	0
55	0
0	0
132	1
0	0
0	0
7	50
1549	0
168	0
174	0
322	0
107	0
30	0
96	0
56	0
25	0
40	0
1568	0
642	0
